"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 01 ending January 08, 2022"	"2022/01"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 02 ending January 15, 2022"	"2022/02"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 03 ending January 22, 2022"	"2022/03"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 04 ending January 29, 2022"	"2022/04"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 05 ending February 05, 2022"	"2022/05"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 06 ending February 12, 2022"	"2022/06"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 07 ending February 19, 2022"	"2022/07"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 08 ending February 26, 2022"	"2022/08"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 09 ending March 05, 2022"	"2022/09"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 10 ending March 12, 2022"	"2022/10"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 11 ending March 19, 2022"	"2022/11"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 12 ending March 26, 2022"	"2022/12"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 13 ending April 02, 2022"	"2022/13"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 14 ending April 09, 2022"	"2022/14"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 15 ending April 16, 2022"	"2022/15"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 16 ending April 23, 2022"	"2022/16"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 17 ending April 30, 2022"	"2022/17"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 18 ending May 07, 2022"	"2022/18"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 19 ending May 14, 2022"	"2022/19"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 20 ending May 21, 2022"	"2022/20"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 21 ending May 28, 2022"	"2022/21"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 22 ending June 04, 2022"	"2022/22"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 23 ending June 11, 2022"	"2022/23"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 24 ending June 18, 2022"	"2022/24"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 25 ending June 25, 2022"	"2022/25"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 26 ending July 02, 2022"	"2022/26"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 27 ending July 09, 2022"	"2022/27"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 28 ending July 16, 2022"	"2022/28"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 29 ending July 23, 2022"	"2022/29"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 30 ending July 30, 2022"	"2022/30"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 31 ending August 06, 2022"	"2022/31"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 32 ending August 13, 2022"	"2022/32"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 33 ending August 20, 2022"	"2022/33"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 34 ending August 27, 2022"	"2022/34"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 35 ending September 03, 2022"	"2022/35"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 36 ending September 10, 2022"	"2022/36"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 37 ending September 17, 2022"	"2022/37"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 38 ending September 24, 2022"	"2022/38"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 39 ending October 01, 2022"	"2022/39"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 40 ending October 08, 2022"	"2022/40"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 41 ending October 15, 2022"	"2022/41"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 42 ending October 22, 2022"	"2022/42"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 43 ending October 29, 2022"	"2022/43"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 44 ending November 05, 2022"	"2022/44"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 45 ending November 12, 2022"	"2022/45"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 46 ending November 19, 2022"	"2022/46"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 47 ending November 26, 2022"	"2022/47"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 48 ending December 03, 2022"	"2022/48"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 49 ending December 10, 2022"	"2022/49"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 50 ending December 17, 2022"	"2022/50"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 51 ending December 24, 2022"	"2022/51"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2022 Week 52 ending December 31, 2022"	"2022/52"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 01 ending January 08, 2022"	"2022/01"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 02 ending January 15, 2022"	"2022/02"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 03 ending January 22, 2022"	"2022/03"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 04 ending January 29, 2022"	"2022/04"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 05 ending February 05, 2022"	"2022/05"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 06 ending February 12, 2022"	"2022/06"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 07 ending February 19, 2022"	"2022/07"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 08 ending February 26, 2022"	"2022/08"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 09 ending March 05, 2022"	"2022/09"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 10 ending March 12, 2022"	"2022/10"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 11 ending March 19, 2022"	"2022/11"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 12 ending March 26, 2022"	"2022/12"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 13 ending April 02, 2022"	"2022/13"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 14 ending April 09, 2022"	"2022/14"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 15 ending April 16, 2022"	"2022/15"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 16 ending April 23, 2022"	"2022/16"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 17 ending April 30, 2022"	"2022/17"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 18 ending May 07, 2022"	"2022/18"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 19 ending May 14, 2022"	"2022/19"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 20 ending May 21, 2022"	"2022/20"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 21 ending May 28, 2022"	"2022/21"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 22 ending June 04, 2022"	"2022/22"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 23 ending June 11, 2022"	"2022/23"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 24 ending June 18, 2022"	"2022/24"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 25 ending June 25, 2022"	"2022/25"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 26 ending July 02, 2022"	"2022/26"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 27 ending July 09, 2022"	"2022/27"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 28 ending July 16, 2022"	"2022/28"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 29 ending July 23, 2022"	"2022/29"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 30 ending July 30, 2022"	"2022/30"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 31 ending August 06, 2022"	"2022/31"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 32 ending August 13, 2022"	"2022/32"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 33 ending August 20, 2022"	"2022/33"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 34 ending August 27, 2022"	"2022/34"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 35 ending September 03, 2022"	"2022/35"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 36 ending September 10, 2022"	"2022/36"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 37 ending September 17, 2022"	"2022/37"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 38 ending September 24, 2022"	"2022/38"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 39 ending October 01, 2022"	"2022/39"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 40 ending October 08, 2022"	"2022/40"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 41 ending October 15, 2022"	"2022/41"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 42 ending October 22, 2022"	"2022/42"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 43 ending October 29, 2022"	"2022/43"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 44 ending November 05, 2022"	"2022/44"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 45 ending November 12, 2022"	"2022/45"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 46 ending November 19, 2022"	"2022/46"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 47 ending November 26, 2022"	"2022/47"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 48 ending December 03, 2022"	"2022/48"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 49 ending December 10, 2022"	"2022/49"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 50 ending December 17, 2022"	"2022/50"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 51 ending December 24, 2022"	"2022/51"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"55-59 years"	"55-59"	"2022 Week 52 ending December 31, 2022"	"2022/52"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 01 ending January 08, 2022"	"2022/01"	73	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 02 ending January 15, 2022"	"2022/02"	66	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 03 ending January 22, 2022"	"2022/03"	72	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 04 ending January 29, 2022"	"2022/04"	61	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 05 ending February 05, 2022"	"2022/05"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 06 ending February 12, 2022"	"2022/06"	53	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 07 ending February 19, 2022"	"2022/07"	56	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 08 ending February 26, 2022"	"2022/08"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 09 ending March 05, 2022"	"2022/09"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 10 ending March 12, 2022"	"2022/10"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 11 ending March 19, 2022"	"2022/11"	50	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 12 ending March 26, 2022"	"2022/12"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 13 ending April 02, 2022"	"2022/13"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 14 ending April 09, 2022"	"2022/14"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 15 ending April 16, 2022"	"2022/15"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 16 ending April 23, 2022"	"2022/16"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 17 ending April 30, 2022"	"2022/17"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 18 ending May 07, 2022"	"2022/18"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 19 ending May 14, 2022"	"2022/19"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 20 ending May 21, 2022"	"2022/20"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 21 ending May 28, 2022"	"2022/21"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 22 ending June 04, 2022"	"2022/22"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 23 ending June 11, 2022"	"2022/23"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 24 ending June 18, 2022"	"2022/24"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 25 ending June 25, 2022"	"2022/25"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 26 ending July 02, 2022"	"2022/26"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"60-64 years "	"60-64"	"2022 Week 27 ending July 09, 2022"	"2022/27"	40	Not Applicable	Not Applicable
