Residence State,Five-Year Age Groups,Five-Year Age Groups Code,MMWR Week Code,Deaths
Alabama,55-59 years,55-59,2018/07,65
Alabama,55-59 years,55-59,2018/08,77
Alabama,55-59 years,55-59,2018/09,72
Alabama,55-59 years,55-59,2018/10,64
Alabama,55-59 years,55-59,2018/11,69
Alabama,55-59 years,55-59,2018/12,66
Alabama,55-59 years,55-59,2018/13,55
Alabama,55-59 years,55-59,2018/14,67
Alabama,55-59 years,55-59,2018/15,68
Alabama,55-59 years,55-59,2018/16,58
Alabama,55-59 years,55-59,2018/17,65
Alabama,55-59 years,55-59,2018/18,70
Alabama,55-59 years,55-59,2018/19,50
Alabama,55-59 years,55-59,2018/20,50
Alabama,55-59 years,55-59,2018/21,48
Alabama,55-59 years,55-59,2018/22,56
Alabama,55-59 years,55-59,2018/23,61
Alabama,55-59 years,55-59,2018/24,45
Alabama,55-59 years,55-59,2018/25,69
Alabama,55-59 years,55-59,2018/26,69
Alabama,55-59 years,55-59,2018/27,57
Alabama,55-59 years,55-59,2018/28,70
Alabama,55-59 years,55-59,2018/29,57
Alabama,55-59 years,55-59,2018/30,76
Alabama,55-59 years,55-59,2018/31,62
Alabama,55-59 years,55-59,2018/32,57
Alabama,55-59 years,55-59,2018/33,59
Alabama,55-59 years,55-59,2018/34,62
Alabama,55-59 years,55-59,2018/35,64
Alabama,55-59 years,55-59,2018/36,72
Alabama,55-59 years,55-59,2018/37,62
Alabama,55-59 years,55-59,2018/38,53
Alabama,55-59 years,55-59,2018/39,66
Alabama,55-59 years,55-59,2018/40,65
Alabama,55-59 years,55-59,2018/41,72
Alabama,55-59 years,55-59,2018/42,67
Alabama,55-59 years,55-59,2018/43,58
Alabama,55-59 years,55-59,2018/44,56
Alabama,55-59 years,55-59,2018/45,66
Alabama,55-59 years,55-59,2018/46,85
Alabama,55-59 years,55-59,2018/47,77
Alabama,55-59 years,55-59,2018/48,70
Alabama,55-59 years,55-59,2018/49,66
Alabama,55-59 years,55-59,2018/50,69
Alabama,55-59 years,55-59,2018/51,69
Alabama,55-59 years,55-59,2018/52,65
Alabama,60-64 years ,60-64,2018/01,107
Alabama,60-64 years ,60-64,2018/02,119
Alabama,60-64 years ,60-64,2018/03,107
Alabama,60-64 years ,60-64,2018/04,131
Alabama,60-64 years ,60-64,2018/05,107
Alabama,60-64 years ,60-64,2018/06,103
Alabama,60-64 years ,60-64,2018/07,105
Alabama,60-64 years ,60-64,2018/08,90
Alabama,60-64 years ,60-64,2018/09,89
Alabama,60-64 years ,60-64,2018/10,111
Alabama,60-64 years ,60-64,2018/11,86
Alabama,60-64 years ,60-64,2018/12,83
Alabama,60-64 years ,60-64,2018/13,82
Alabama,60-64 years ,60-64,2018/14,83
Alabama,60-64 years ,60-64,2018/15,89
Alabama,60-64 years ,60-64,2018/16,89
Alabama,60-64 years ,60-64,2018/17,79
Alabama,60-64 years ,60-64,2018/18,65
Alabama,60-64 years ,60-64,2018/19,68
Alabama,60-64 years ,60-64,2018/20,86
Alabama,60-64 years ,60-64,2018/21,68
Alabama,60-64 years ,60-64,2018/22,76
Alabama,60-64 years ,60-64,2018/23,109
Alabama,60-64 years ,60-64,2018/24,89
Alabama,60-64 years ,60-64,2018/25,79
Alabama,60-64 years ,60-64,2018/26,92
Alabama,60-64 years ,60-64,2018/27,84
Alabama,60-64 years ,60-64,2018/28,95
Alabama,60-64 years ,60-64,2018/29,99
Alabama,60-64 years ,60-64,2018/30,72
Alabama,60-64 years ,60-64,2018/31,82
Alabama,60-64 years ,60-64,2018/32,84
Alabama,60-64 years ,60-64,2018/33,72
Alabama,60-64 years ,60-64,2018/34,81
Alabama,60-64 years ,60-64,2018/35,65
Alabama,60-64 years ,60-64,2018/36,99
Alabama,60-64 years ,60-64,2018/37,79
Alabama,60-64 years ,60-64,2018/38,84
Alabama,60-64 years ,60-64,2018/39,85
Alabama,60-64 years ,60-64,2018/40,89
Alabama,60-64 years ,60-64,2018/41,73
Alabama,60-64 years ,60-64,2018/42,93
Alabama,60-64 years ,60-64,2018/43,90
Alabama,60-64 years ,60-64,2018/44,88
Alabama,60-64 years ,60-64,2018/45,87
Alabama,60-64 years ,60-64,2018/46,94
Alabama,60-64 years ,60-64,2018/47,94
Alabama,60-64 years ,60-64,2018/48,89
Alabama,60-64 years ,60-64,2018/49,98
Alabama,60-64 years ,60-64,2018/50,80
Alabama,60-64 years ,60-64,2018/51,100
Alabama,60-64 years ,60-64,2018/52,77
Alabama,65-69 years,65-69,2018/01,108
Alabama,65-69 years,65-69,2018/02,116
Alabama,65-69 years,65-69,2018/03,139
Alabama,65-69 years,65-69,2018/04,133
Alabama,65-69 years,65-69,2018/05,110
Alabama,65-69 years,65-69,2018/06,111
Alabama,65-69 years,65-69,2018/07,107
Alabama,65-69 years,65-69,2018/08,115
Alabama,65-69 years,65-69,2018/09,111
Alabama,65-69 years,65-69,2018/10,108
Alabama,65-69 years,65-69,2018/11,99
Alabama,65-69 years,65-69,2018/12,111
Alabama,65-69 years,65-69,2018/13,107
Alabama,65-69 years,65-69,2018/14,106
Alabama,65-69 years,65-69,2018/15,95
Alabama,65-69 years,65-69,2018/16,100
Alabama,65-69 years,65-69,2018/17,74
Alabama,65-69 years,65-69,2018/18,118
Alabama,65-69 years,65-69,2018/19,133
Alabama,65-69 years,65-69,2018/20,111
Alabama,65-69 years,65-69,2018/21,89
Alabama,65-69 years,65-69,2018/22,111
Alabama,65-69 years,65-69,2018/23,113
Alabama,65-69 years,65-69,2018/24,110
Alabama,65-69 years,65-69,2018/25,99
Alabama,65-69 years,65-69,2018/26,92
Alabama,65-69 years,65-69,2018/27,95
Alabama,65-69 years,65-69,2018/28,111
Alabama,65-69 years,65-69,2018/29,91
Alabama,65-69 years,65-69,2018/30,82
Alabama,65-69 years,65-69,2018/31,102
Alabama,65-69 years,65-69,2018/32,104
Alabama,65-69 years,65-69,2018/33,80
Alabama,65-69 years,65-69,2018/34,96
Alabama,65-69 years,65-69,2018/35,105
Alabama,65-69 years,65-69,2018/36,83
Alabama,65-69 years,65-69,2018/37,99
Alabama,65-69 years,65-69,2018/38,106
Alabama,65-69 years,65-69,2018/39,101
Alabama,65-69 years,65-69,2018/40,80
Alabama,65-69 years,65-69,2018/41,112
Alabama,65-69 years,65-69,2018/42,94
Alabama,65-69 years,65-69,2018/43,92
Alabama,65-69 years,65-69,2018/44,89
Alabama,65-69 years,65-69,2018/45,101
Alabama,65-69 years,65-69,2018/46,106
Alabama,65-69 years,65-69,2018/47,87
Alabama,65-69 years,65-69,2018/48,107
Alabama,65-69 years,65-69,2018/49,103
Alabama,65-69 years,65-69,2018/50,111
Alabama,65-69 years,65-69,2018/51,95
Alabama,65-69 years,65-69,2018/52,116
Alabama,70-74 years,70-74,2018/01,123
Alabama,70-74 years,70-74,2018/02,163
Alabama,70-74 years,70-74,2018/03,154
Alabama,70-74 years,70-74,2018/04,159
Alabama,70-74 years,70-74,2018/05,128
Alabama,70-74 years,70-74,2018/06,128
Alabama,70-74 years,70-74,2018/07,142
Alabama,70-74 years,70-74,2018/08,131
Alabama,70-74 years,70-74,2018/09,129
Alabama,70-74 years,70-74,2018/10,122
Alabama,70-74 years,70-74,2018/11,140
Alabama,70-74 years,70-74,2018/12,112
Alabama,70-74 years,70-74,2018/13,101
Alabama,70-74 years,70-74,2018/14,106
Alabama,70-74 years,70-74,2018/15,96
Alabama,70-74 years,70-74,2018/16,127
Alabama,70-74 years,70-74,2018/17,121
Alabama,70-74 years,70-74,2018/18,113
Alabama,70-74 years,70-74,2018/19,114
Alabama,70-74 years,70-74,2018/20,108
Alabama,70-74 years,70-74,2018/21,117
Alabama,70-74 years,70-74,2018/22,113
Alabama,70-74 years,70-74,2018/23,109
Alabama,70-74 years,70-74,2018/24,107
Alabama,70-74 years,70-74,2018/25,105
Alabama,70-74 years,70-74,2018/26,131
Alabama,70-74 years,70-74,2018/27,123
Alabama,70-74 years,70-74,2018/28,111
Alabama,70-74 years,70-74,2018/29,96
Alabama,70-74 years,70-74,2018/30,108
Alabama,70-74 years,70-74,2018/31,119
Alabama,70-74 years,70-74,2018/32,110
Alabama,70-74 years,70-74,2018/33,108
Alabama,70-74 years,70-74,2018/34,96
Alabama,70-74 years,70-74,2018/35,105
Alabama,70-74 years,70-74,2018/36,106
Alabama,70-74 years,70-74,2018/37,106
Alabama,70-74 years,70-74,2018/38,134
Alabama,70-74 years,70-74,2018/39,109
Alabama,70-74 years,70-74,2018/40,117
Alabama,70-74 years,70-74,2018/41,106
Alabama,70-74 years,70-74,2018/42,121
Alabama,70-74 years,70-74,2018/43,107
Alabama,70-74 years,70-74,2018/44,105
Alabama,70-74 years,70-74,2018/45,117
Alabama,70-74 years,70-74,2018/46,111
Alabama,70-74 years,70-74,2018/47,124
Alabama,70-74 years,70-74,2018/48,95
Alabama,70-74 years,70-74,2018/49,119
Alabama,70-74 years,70-74,2018/50,122
Alabama,70-74 years,70-74,2018/51,132
Alabama,70-74 years,70-74,2018/52,134
Alabama,75-79 years,75-79,2018/01,142
Alabama,75-79 years,75-79,2018/02,148
Alabama,75-79 years,75-79,2018/03,164
Alabama,75-79 years,75-79,2018/04,161
Alabama,75-79 years,75-79,2018/05,133
Alabama,75-79 years,75-79,2018/06,152
Alabama,75-79 years,75-79,2018/07,131
Alabama,75-79 years,75-79,2018/08,131
Alabama,75-79 years,75-79,2018/09,126
Alabama,75-79 years,75-79,2018/10,130
Alabama,75-79 years,75-79,2018/11,130
Alabama,75-79 years,75-79,2018/12,124
Alabama,75-79 years,75-79,2018/13,110
Alabama,75-79 years,75-79,2018/14,133
Alabama,75-79 years,75-79,2018/15,150
Alabama,75-79 years,75-79,2018/16,139
Alabama,75-79 years,75-79,2018/17,124
Alabama,75-79 years,75-79,2018/18,127
Alabama,75-79 years,75-79,2018/19,116
Alabama,75-79 years,75-79,2018/20,139
Alabama,75-79 years,75-79,2018/21,104
Alabama,75-79 years,75-79,2018/22,125
Alabama,75-79 years,75-79,2018/23,129
Alabama,75-79 years,75-79,2018/24,107
Alabama,75-79 years,75-79,2018/25,114
Alabama,75-79 years,75-79,2018/26,123
Alabama,75-79 years,75-79,2018/27,118
Alabama,75-79 years,75-79,2018/28,118
Alabama,75-79 years,75-79,2018/29,109
Alabama,75-79 years,75-79,2018/30,125
Alabama,75-79 years,75-79,2018/31,108
Alabama,75-79 years,75-79,2018/32,126
Alabama,75-79 years,75-79,2018/33,129
Alabama,75-79 years,75-79,2018/34,112
Alabama,75-79 years,75-79,2018/35,112
Alabama,75-79 years,75-79,2018/36,108
Alabama,75-79 years,75-79,2018/37,112
Alabama,75-79 years,75-79,2018/38,117
Alabama,75-79 years,75-79,2018/39,110
Alabama,75-79 years,75-79,2018/40,128
Alabama,75-79 years,75-79,2018/41,109
Alabama,75-79 years,75-79,2018/42,136
Alabama,75-79 years,75-79,2018/43,134
Alabama,75-79 years,75-79,2018/44,115
Alabama,75-79 years,75-79,2018/45,113
Alabama,75-79 years,75-79,2018/46,132
Alabama,75-79 years,75-79,2018/47,122
Alabama,75-79 years,75-79,2018/48,112
Alabama,75-79 years,75-79,2018/49,128
Alabama,75-79 years,75-79,2018/50,123
Alabama,75-79 years,75-79,2018/51,150
Alabama,75-79 years,75-79,2018/52,134
Alabama,80-84 years,80-84,2018/01,151
Alabama,80-84 years,80-84,2018/02,162
Alabama,80-84 years,80-84,2018/03,175
Alabama,80-84 years,80-84,2018/04,145
Alabama,80-84 years,80-84,2018/05,157
Alabama,80-84 years,80-84,2018/06,152
Alabama,80-84 years,80-84,2018/07,162
Alabama,80-84 years,80-84,2018/08,129
Alabama,80-84 years,80-84,2018/09,113
Alabama,80-84 years,80-84,2018/10,132
Alabama,80-84 years,80-84,2018/11,138
Alabama,80-84 years,80-84,2018/12,126
Alabama,80-84 years,80-84,2018/13,139
Alabama,80-84 years,80-84,2018/14,127
Alabama,80-84 years,80-84,2018/15,129
Alabama,80-84 years,80-84,2018/16,124
Alabama,80-84 years,80-84,2018/17,148
Alabama,80-84 years,80-84,2018/18,145
Alabama,80-84 years,80-84,2018/19,113
Alabama,80-84 years,80-84,2018/20,133
Alabama,80-84 years,80-84,2018/21,146
Alabama,80-84 years,80-84,2018/22,125
Alabama,80-84 years,80-84,2018/23,114
Alabama,80-84 years,80-84,2018/24,113
Alabama,80-84 years,80-84,2018/25,113
Alabama,80-84 years,80-84,2018/26,112
Alabama,80-84 years,80-84,2018/27,133
Alabama,80-84 years,80-84,2018/28,134
Alabama,80-84 years,80-84,2018/29,137
Alabama,80-84 years,80-84,2018/30,118
Alabama,80-84 years,80-84,2018/31,130
Alabama,80-84 years,80-84,2018/32,127
Alabama,80-84 years,80-84,2018/33,137
Alabama,80-84 years,80-84,2018/34,141
Alabama,80-84 years,80-84,2018/35,150
Alabama,80-84 years,80-84,2018/36,107
Alabama,80-84 years,80-84,2018/37,117
Alabama,80-84 years,80-84,2018/38,126
Alabama,80-84 years,80-84,2018/39,136
Alabama,80-84 years,80-84,2018/40,123
Alabama,80-84 years,80-84,2018/41,123
Alabama,80-84 years,80-84,2018/42,134
Alabama,80-84 years,80-84,2018/43,123
Alabama,80-84 years,80-84,2018/44,128
Alabama,80-84 years,80-84,2018/45,121
Alabama,80-84 years,80-84,2018/46,133
Alabama,80-84 years,80-84,2018/47,125
Alabama,80-84 years,80-84,2018/48,143
Alabama,80-84 years,80-84,2018/49,140
Alabama,80-84 years,80-84,2018/50,137
Alabama,80-84 years,80-84,2018/51,142
Alabama,80-84 years,80-84,2018/52,159
Alabama,85-89 years,85-89,2018/01,106
Alabama,85-89 years,85-89,2018/02,171
Alabama,85-89 years,85-89,2018/03,146
Alabama,85-89 years,85-89,2018/04,173
Alabama,85-89 years,85-89,2018/05,138
Alabama,85-89 years,85-89,2018/06,155
Alabama,85-89 years,85-89,2018/07,131
Alabama,85-89 years,85-89,2018/08,147
Alabama,85-89 years,85-89,2018/09,110
Alabama,85-89 years,85-89,2018/10,131
Alabama,85-89 years,85-89,2018/11,146
Alabama,85-89 years,85-89,2018/12,128
Alabama,85-89 years,85-89,2018/13,148
Alabama,85-89 years,85-89,2018/14,125
Alabama,85-89 years,85-89,2018/15,131
Alabama,85-89 years,85-89,2018/16,113
Alabama,85-89 years,85-89,2018/17,113
Alabama,85-89 years,85-89,2018/18,135
Alabama,85-89 years,85-89,2018/19,122
Alabama,85-89 years,85-89,2018/20,115
