Residence State,Five-Year Age Groups,Five-Year Age Groups Code,MMWR Week Code,Deaths
Maryland,75-79 years,75-79,2024/48,124
Maryland,75-79 years,75-79,2024/49,122
Maryland,75-79 years,75-79,2024/50,100
Maryland,80-84 years,80-84,2024/01,156
Maryland,80-84 years,80-84,2024/02,166
Maryland,80-84 years,80-84,2024/03,152
Maryland,80-84 years,80-84,2024/04,183
Maryland,80-84 years,80-84,2024/05,142
Maryland,80-84 years,80-84,2024/06,165
Maryland,80-84 years,80-84,2024/07,140
Maryland,80-84 years,80-84,2024/08,130
Maryland,80-84 years,80-84,2024/09,140
Maryland,80-84 years,80-84,2024/10,126
Maryland,80-84 years,80-84,2024/11,152
Maryland,80-84 years,80-84,2024/12,137
Maryland,80-84 years,80-84,2024/13,111
Maryland,80-84 years,80-84,2024/14,128
Maryland,80-84 years,80-84,2024/15,146
Maryland,80-84 years,80-84,2024/16,127
Maryland,80-84 years,80-84,2024/17,125
Maryland,80-84 years,80-84,2024/18,132
Maryland,80-84 years,80-84,2024/19,116
Maryland,80-84 years,80-84,2024/20,151
Maryland,80-84 years,80-84,2024/21,98
Maryland,80-84 years,80-84,2024/22,112
Maryland,80-84 years,80-84,2024/23,113
Maryland,80-84 years,80-84,2024/24,114
Maryland,80-84 years,80-84,2024/25,155
Maryland,80-84 years,80-84,2024/26,107
Maryland,80-84 years,80-84,2024/27,129
Maryland,80-84 years,80-84,2024/28,125
Maryland,80-84 years,80-84,2024/29,117
Maryland,80-84 years,80-84,2024/30,120
Maryland,80-84 years,80-84,2024/31,126
Maryland,80-84 years,80-84,2024/32,147
Maryland,80-84 years,80-84,2024/33,110
Maryland,80-84 years,80-84,2024/34,132
Maryland,80-84 years,80-84,2024/35,114
Maryland,80-84 years,80-84,2024/36,146
Maryland,80-84 years,80-84,2024/37,131
Maryland,80-84 years,80-84,2024/38,124
Maryland,80-84 years,80-84,2024/39,125
Maryland,80-84 years,80-84,2024/40,124
Maryland,80-84 years,80-84,2024/41,124
Maryland,80-84 years,80-84,2024/42,144
Maryland,80-84 years,80-84,2024/43,135
Maryland,80-84 years,80-84,2024/44,155
Maryland,80-84 years,80-84,2024/45,151
Maryland,80-84 years,80-84,2024/46,147
Maryland,80-84 years,80-84,2024/47,136
Maryland,80-84 years,80-84,2024/48,123
Maryland,80-84 years,80-84,2024/49,117
Maryland,80-84 years,80-84,2024/50,111
Maryland,85-89 years,85-89,2024/01,137
Maryland,85-89 years,85-89,2024/02,143
Maryland,85-89 years,85-89,2024/03,125
Maryland,85-89 years,85-89,2024/04,177
Maryland,85-89 years,85-89,2024/05,145
Maryland,85-89 years,85-89,2024/06,147
Maryland,85-89 years,85-89,2024/07,128
Maryland,85-89 years,85-89,2024/08,136
Maryland,85-89 years,85-89,2024/09,139
Maryland,85-89 years,85-89,2024/10,152
Maryland,85-89 years,85-89,2024/11,137
Maryland,85-89 years,85-89,2024/12,125
Maryland,85-89 years,85-89,2024/13,133
Maryland,85-89 years,85-89,2024/14,126
Maryland,85-89 years,85-89,2024/15,146
Maryland,85-89 years,85-89,2024/16,140
Maryland,85-89 years,85-89,2024/17,126
Maryland,85-89 years,85-89,2024/18,125
Maryland,85-89 years,85-89,2024/19,142
Maryland,85-89 years,85-89,2024/20,118
Maryland,85-89 years,85-89,2024/21,113
Maryland,85-89 years,85-89,2024/22,118
Maryland,85-89 years,85-89,2024/23,130
Maryland,85-89 years,85-89,2024/24,109
Maryland,85-89 years,85-89,2024/25,122
Maryland,85-89 years,85-89,2024/26,141
Maryland,85-89 years,85-89,2024/27,124
Maryland,85-89 years,85-89,2024/28,98
Maryland,85-89 years,85-89,2024/29,132
Maryland,85-89 years,85-89,2024/30,133
Maryland,85-89 years,85-89,2024/31,105
Maryland,85-89 years,85-89,2024/32,119
Maryland,85-89 years,85-89,2024/33,128
Maryland,85-89 years,85-89,2024/34,119
Maryland,85-89 years,85-89,2024/35,114
Maryland,85-89 years,85-89,2024/36,129
Maryland,85-89 years,85-89,2024/37,117
Maryland,85-89 years,85-89,2024/38,106
Maryland,85-89 years,85-89,2024/39,101
Maryland,85-89 years,85-89,2024/40,138
Maryland,85-89 years,85-89,2024/41,126
Maryland,85-89 years,85-89,2024/42,133
Maryland,85-89 years,85-89,2024/43,125
Maryland,85-89 years,85-89,2024/44,109
Maryland,85-89 years,85-89,2024/45,136
Maryland,85-89 years,85-89,2024/46,123
Maryland,85-89 years,85-89,2024/47,129
Maryland,85-89 years,85-89,2024/48,118
Maryland,85-89 years,85-89,2024/49,101
Maryland,85-89 years,85-89,2024/50,124
Maryland,90-94 years,90-94,2024/01,111
Maryland,90-94 years,90-94,2024/02,136
Maryland,90-94 years,90-94,2024/03,121
Maryland,90-94 years,90-94,2024/04,127
Maryland,90-94 years,90-94,2024/05,100
Maryland,90-94 years,90-94,2024/06,112
Maryland,90-94 years,90-94,2024/07,119
Maryland,90-94 years,90-94,2024/08,111
Maryland,90-94 years,90-94,2024/09,110
Maryland,90-94 years,90-94,2024/10,120
Maryland,90-94 years,90-94,2024/11,107
Maryland,90-94 years,90-94,2024/12,103
Maryland,90-94 years,90-94,2024/13,96
Maryland,90-94 years,90-94,2024/14,102
Maryland,90-94 years,90-94,2024/15,113
Maryland,90-94 years,90-94,2024/16,105
Maryland,90-94 years,90-94,2024/17,95
Maryland,90-94 years,90-94,2024/18,118
Maryland,90-94 years,90-94,2024/19,105
Maryland,90-94 years,90-94,2024/20,97
Maryland,90-94 years,90-94,2024/21,104
Maryland,90-94 years,90-94,2024/22,98
Maryland,90-94 years,90-94,2024/23,109
Maryland,90-94 years,90-94,2024/24,103
Maryland,90-94 years,90-94,2024/25,91
Maryland,90-94 years,90-94,2024/26,95
Maryland,90-94 years,90-94,2024/27,98
Maryland,90-94 years,90-94,2024/28,84
Maryland,90-94 years,90-94,2024/29,86
Maryland,90-94 years,90-94,2024/30,82
Maryland,90-94 years,90-94,2024/31,90
Maryland,90-94 years,90-94,2024/32,111
Maryland,90-94 years,90-94,2024/33,93
Maryland,90-94 years,90-94,2024/34,92
Maryland,90-94 years,90-94,2024/35,96
Maryland,90-94 years,90-94,2024/36,79
Maryland,90-94 years,90-94,2024/37,97
Maryland,90-94 years,90-94,2024/38,85
Maryland,90-94 years,90-94,2024/39,96
Maryland,90-94 years,90-94,2024/40,93
Maryland,90-94 years,90-94,2024/41,77
Maryland,90-94 years,90-94,2024/42,99
Maryland,90-94 years,90-94,2024/43,89
Maryland,90-94 years,90-94,2024/44,100
Maryland,90-94 years,90-94,2024/45,91
Maryland,90-94 years,90-94,2024/46,98
Maryland,90-94 years,90-94,2024/47,97
Maryland,90-94 years,90-94,2024/48,85
Maryland,90-94 years,90-94,2024/49,64
Maryland,90-94 years,90-94,2024/50,82
Maryland,95-99 years,95-99,2024/01,54
Maryland,95-99 years,95-99,2024/02,56
Maryland,95-99 years,95-99,2024/03,66
Maryland,95-99 years,95-99,2024/04,66
Maryland,95-99 years,95-99,2024/05,45
Maryland,95-99 years,95-99,2024/06,48
Maryland,95-99 years,95-99,2024/07,52
Maryland,95-99 years,95-99,2024/08,49
Maryland,95-99 years,95-99,2024/09,46
Maryland,95-99 years,95-99,2024/10,48
Maryland,95-99 years,95-99,2024/11,63
Maryland,95-99 years,95-99,2024/12,85
Maryland,95-99 years,95-99,2024/13,50
Maryland,95-99 years,95-99,2024/14,64
Maryland,95-99 years,95-99,2024/15,55
Maryland,95-99 years,95-99,2024/16,46
Maryland,95-99 years,95-99,2024/17,37
Maryland,95-99 years,95-99,2024/18,62
Maryland,95-99 years,95-99,2024/19,42
Maryland,95-99 years,95-99,2024/20,49
Maryland,95-99 years,95-99,2024/21,49
Maryland,95-99 years,95-99,2024/22,59
Maryland,95-99 years,95-99,2024/23,44
Maryland,95-99 years,95-99,2024/24,54
Maryland,95-99 years,95-99,2024/25,51
Maryland,95-99 years,95-99,2024/26,52
Maryland,95-99 years,95-99,2024/27,49
Maryland,95-99 years,95-99,2024/28,48
Maryland,95-99 years,95-99,2024/29,41
Maryland,95-99 years,95-99,2024/30,45
Maryland,95-99 years,95-99,2024/31,43
Maryland,95-99 years,95-99,2024/32,36
Maryland,95-99 years,95-99,2024/33,47
Maryland,95-99 years,95-99,2024/34,64
Maryland,95-99 years,95-99,2024/35,51
Maryland,95-99 years,95-99,2024/36,48
Maryland,95-99 years,95-99,2024/37,52
Maryland,95-99 years,95-99,2024/38,52
Maryland,95-99 years,95-99,2024/39,41
Maryland,95-99 years,95-99,2024/40,47
Maryland,95-99 years,95-99,2024/41,56
Maryland,95-99 years,95-99,2024/42,52
Maryland,95-99 years,95-99,2024/43,60
Maryland,95-99 years,95-99,2024/44,63
Maryland,95-99 years,95-99,2024/45,50
Maryland,95-99 years,95-99,2024/46,46
Maryland,95-99 years,95-99,2024/47,47
Maryland,95-99 years,95-99,2024/48,43
Maryland,95-99 years,95-99,2024/49,48
Maryland,95-99 years,95-99,2024/50,39
Maryland,100+ years,100+,2024/01,13
Maryland,100+ years,100+,2024/02,20
Maryland,100+ years,100+,2024/03,20
Maryland,100+ years,100+,2024/04,16
Maryland,100+ years,100+,2024/05,10
Maryland,100+ years,100+,2024/06,14
Maryland,100+ years,100+,2024/07,15
Maryland,100+ years,100+,2024/08,10
Maryland,100+ years,100+,2024/09,15
Maryland,100+ years,100+,2024/10,16
Maryland,100+ years,100+,2024/11,11
Maryland,100+ years,100+,2024/12,14
Maryland,100+ years,100+,2024/14,11
Maryland,100+ years,100+,2024/15,19
Maryland,100+ years,100+,2024/16,15
Maryland,100+ years,100+,2024/17,13
Maryland,100+ years,100+,2024/18,11
Maryland,100+ years,100+,2024/19,11
Maryland,100+ years,100+,2024/20,11
Maryland,100+ years,100+,2024/21,11
Maryland,100+ years,100+,2024/22,11
Maryland,100+ years,100+,2024/23,12
Maryland,100+ years,100+,2024/25,12
Maryland,100+ years,100+,2024/26,13
Maryland,100+ years,100+,2024/28,11
Maryland,100+ years,100+,2024/29,23
Maryland,100+ years,100+,2024/30,10
Maryland,100+ years,100+,2024/32,15
Maryland,100+ years,100+,2024/33,12
Maryland,100+ years,100+,2024/34,10
Maryland,100+ years,100+,2024/35,16
Maryland,100+ years,100+,2024/37,16
Maryland,100+ years,100+,2024/38,21
Maryland,100+ years,100+,2024/39,14
Maryland,100+ years,100+,2024/40,20
Maryland,100+ years,100+,2024/41,10
Maryland,100+ years,100+,2024/42,18
Maryland,100+ years,100+,2024/43,14
Maryland,100+ years,100+,2024/44,11
Maryland,100+ years,100+,2024/45,11
Maryland,100+ years,100+,2024/46,13
Maryland,100+ years,100+,2024/47,13
Maryland,100+ years,100+,2024/48,10
Maryland,100+ years,100+,2024/49,12
Maryland,100+ years,100+,2024/50,10
Massachusetts,< 1 year,1,2024/10,10
Massachusetts,25-29 years,25-29,2024/11,10
Massachusetts,25-29 years,25-29,2024/31,12
Massachusetts,30-34 years,30-34,2024/02,11
Massachusetts,30-34 years,30-34,2024/03,12
Massachusetts,30-34 years,30-34,2024/05,11
Massachusetts,30-34 years,30-34,2024/07,16
Massachusetts,30-34 years,30-34,2024/08,10
Massachusetts,30-34 years,30-34,2024/10,10
Massachusetts,30-34 years,30-34,2024/12,15
Massachusetts,30-34 years,30-34,2024/14,11
Massachusetts,30-34 years,30-34,2024/15,13
Massachusetts,30-34 years,30-34,2024/16,14
Massachusetts,30-34 years,30-34,2024/17,10
Massachusetts,30-34 years,30-34,2024/23,11
Massachusetts,30-34 years,30-34,2024/24,10
Massachusetts,30-34 years,30-34,2024/25,10
Massachusetts,30-34 years,30-34,2024/27,13
Massachusetts,30-34 years,30-34,2024/28,11
Massachusetts,30-34 years,30-34,2024/32,11
Massachusetts,30-34 years,30-34,2024/33,10
Massachusetts,30-34 years,30-34,2024/36,13
Massachusetts,30-34 years,30-34,2024/40,11
Massachusetts,30-34 years,30-34,2024/42,11
Massachusetts,30-34 years,30-34,2024/43,12
Massachusetts,35-39 years,35-39,2024/01,10
Massachusetts,35-39 years,35-39,2024/02,12
Massachusetts,35-39 years,35-39,2024/03,13
Massachusetts,35-39 years,35-39,2024/04,17
Massachusetts,35-39 years,35-39,2024/05,12
Massachusetts,35-39 years,35-39,2024/06,14
Massachusetts,35-39 years,35-39,2024/07,18
Massachusetts,35-39 years,35-39,2024/08,14
Massachusetts,35-39 years,35-39,2024/09,15
Massachusetts,35-39 years,35-39,2024/10,12
Massachusetts,35-39 years,35-39,2024/11,11
Massachusetts,35-39 years,35-39,2024/13,15
Massachusetts,35-39 years,35-39,2024/14,20
Massachusetts,35-39 years,35-39,2024/16,15
Massachusetts,35-39 years,35-39,2024/18,13
Massachusetts,35-39 years,35-39,2024/19,12
Massachusetts,35-39 years,35-39,2024/20,10
Massachusetts,35-39 years,35-39,2024/21,14
Massachusetts,35-39 years,35-39,2024/23,13
Massachusetts,35-39 years,35-39,2024/24,17
Massachusetts,35-39 years,35-39,2024/25,13
Massachusetts,35-39 years,35-39,2024/26,15
Massachusetts,35-39 years,35-39,2024/27,17
Massachusetts,35-39 years,35-39,2024/28,18
Massachusetts,35-39 years,35-39,2024/29,17
Massachusetts,35-39 years,35-39,2024/30,17
Massachusetts,35-39 years,35-39,2024/31,12
Massachusetts,35-39 years,35-39,2024/32,11
Massachusetts,35-39 years,35-39,2024/33,19
Massachusetts,35-39 years,35-39,2024/34,11
Massachusetts,35-39 years,35-39,2024/36,15
Massachusetts,35-39 years,35-39,2024/37,14
Massachusetts,35-39 years,35-39,2024/38,17
Massachusetts,35-39 years,35-39,2024/39,17
Massachusetts,35-39 years,35-39,2024/41,12
Massachusetts,35-39 years,35-39,2024/42,12
Massachusetts,35-39 years,35-39,2024/43,11
Massachusetts,35-39 years,35-39,2024/44,11
Massachusetts,35-39 years,35-39,2024/45,10
Massachusetts,35-39 years,35-39,2024/46,13
Massachusetts,35-39 years,35-39,2024/47,12
Massachusetts,35-39 years,35-39,2024/48,11
Massachusetts,35-39 years,35-39,2024/49,12
Massachusetts,40-44 years,40-44,2024/01,22
Massachusetts,40-44 years,40-44,2024/02,21
Massachusetts,40-44 years,40-44,2024/03,18
Massachusetts,40-44 years,40-44,2024/04,19
Massachusetts,40-44 years,40-44,2024/05,20
Massachusetts,40-44 years,40-44,2024/06,20
Massachusetts,40-44 years,40-44,2024/07,18
Massachusetts,40-44 years,40-44,2024/08,11
Massachusetts,40-44 years,40-44,2024/09,22
Massachusetts,40-44 years,40-44,2024/10,19
Massachusetts,40-44 years,40-44,2024/11,16
Massachusetts,40-44 years,40-44,2024/12,16
Massachusetts,40-44 years,40-44,2024/13,16
Massachusetts,40-44 years,40-44,2024/14,17
Massachusetts,40-44 years,40-44,2024/15,23
Massachusetts,40-44 years,40-44,2024/16,22
Massachusetts,40-44 years,40-44,2024/17,11
Massachusetts,40-44 years,40-44,2024/18,12
Massachusetts,40-44 years,40-44,2024/19,14
Massachusetts,40-44 years,40-44,2024/20,17
Massachusetts,40-44 years,40-44,2024/21,13
Massachusetts,40-44 years,40-44,2024/22,17
Massachusetts,40-44 years,40-44,2024/23,18
Massachusetts,40-44 years,40-44,2024/24,12
Massachusetts,40-44 years,40-44,2024/25,31
Massachusetts,40-44 years,40-44,2024/26,12
Massachusetts,40-44 years,40-44,2024/27,11
Massachusetts,40-44 years,40-44,2024/28,20
Massachusetts,40-44 years,40-44,2024/29,18
Massachusetts,40-44 years,40-44,2024/30,16
Massachusetts,40-44 years,40-44,2024/31,21
Massachusetts,40-44 years,40-44,2024/32,22
Massachusetts,40-44 years,40-44,2024/33,17
Massachusetts,40-44 years,40-44,2024/34,15
Massachusetts,40-44 years,40-44,2024/35,12
Massachusetts,40-44 years,40-44,2024/36,20
Massachusetts,40-44 years,40-44,2024/37,12
Massachusetts,40-44 years,40-44,2024/38,11
Massachusetts,40-44 years,40-44,2024/39,17
Massachusetts,40-44 years,40-44,2024/40,14
Massachusetts,40-44 years,40-44,2024/41,15
Massachusetts,40-44 years,40-44,2024/42,13
Massachusetts,40-44 years,40-44,2024/43,15
Massachusetts,40-44 years,40-44,2024/44,22
Massachusetts,40-44 years,40-44,2024/45,15
Massachusetts,40-44 years,40-44,2024/46,16
Massachusetts,40-44 years,40-44,2024/47,19
Massachusetts,40-44 years,40-44,2024/48,16
Massachusetts,45-49 years,45-49,2024/01,15
Massachusetts,45-49 years,45-49,2024/02,12
Massachusetts,45-49 years,45-49,2024/03,19
Massachusetts,45-49 years,45-49,2024/04,20
Massachusetts,45-49 years,45-49,2024/05,24
Massachusetts,45-49 years,45-49,2024/06,19
Massachusetts,45-49 years,45-49,2024/07,14
Massachusetts,45-49 years,45-49,2024/08,23
Massachusetts,45-49 years,45-49,2024/09,23
Massachusetts,45-49 years,45-49,2024/10,29
Massachusetts,45-49 years,45-49,2024/11,28
Massachusetts,45-49 years,45-49,2024/12,13
Massachusetts,45-49 years,45-49,2024/13,15
Massachusetts,45-49 years,45-49,2024/14,19
Massachusetts,45-49 years,45-49,2024/15,18
Massachusetts,45-49 years,45-49,2024/16,15
Massachusetts,45-49 years,45-49,2024/17,21
Massachusetts,45-49 years,45-49,2024/18,14
Massachusetts,45-49 years,45-49,2024/19,21
Massachusetts,45-49 years,45-49,2024/20,21
Massachusetts,45-49 years,45-49,2024/21,20
Massachusetts,45-49 years,45-49,2024/22,19
Massachusetts,45-49 years,45-49,2024/23,14
Massachusetts,45-49 years,45-49,2024/24,29
Massachusetts,45-49 years,45-49,2024/25,11
Massachusetts,45-49 years,45-49,2024/26,19
Massachusetts,45-49 years,45-49,2024/27,16
Massachusetts,45-49 years,45-49,2024/28,15
Massachusetts,45-49 years,45-49,2024/29,11
Massachusetts,45-49 years,45-49,2024/30,21
Massachusetts,45-49 years,45-49,2024/31,14
Massachusetts,45-49 years,45-49,2024/32,21
Massachusetts,45-49 years,45-49,2024/33,21
Massachusetts,45-49 years,45-49,2024/34,17
Massachusetts,45-49 years,45-49,2024/35,14
Massachusetts,45-49 years,45-49,2024/36,13
Massachusetts,45-49 years,45-49,2024/37,14
Massachusetts,45-49 years,45-49,2024/38,16
Massachusetts,45-49 years,45-49,2024/39,15
Massachusetts,45-49 years,45-49,2024/40,16
Massachusetts,45-49 years,45-49,2024/41,20
Massachusetts,45-49 years,45-49,2024/42,20
Massachusetts,45-49 years,45-49,2024/43,18
Massachusetts,45-49 years,45-49,2024/44,16
Massachusetts,45-49 years,45-49,2024/45,14
Massachusetts,45-49 years,45-49,2024/46,10
Massachusetts,45-49 years,45-49,2024/47,21
Massachusetts,45-49 years,45-49,2024/48,12
Massachusetts,50-54 years,50-54,2024/01,26
Massachusetts,50-54 years,50-54,2024/02,36
Massachusetts,50-54 years,50-54,2024/03,34
Massachusetts,50-54 years,50-54,2024/04,30
Massachusetts,50-54 years,50-54,2024/05,33
Massachusetts,50-54 years,50-54,2024/06,34
Massachusetts,50-54 years,50-54,2024/07,21
Massachusetts,50-54 years,50-54,2024/08,29
Massachusetts,50-54 years,50-54,2024/09,37
Massachusetts,50-54 years,50-54,2024/10,20
Massachusetts,50-54 years,50-54,2024/11,34
Massachusetts,50-54 years,50-54,2024/12,30
Massachusetts,50-54 years,50-54,2024/13,33
Massachusetts,50-54 years,50-54,2024/14,35
Massachusetts,50-54 years,50-54,2024/15,31
Massachusetts,50-54 years,50-54,2024/16,25
Massachusetts,50-54 years,50-54,2024/17,41
Massachusetts,50-54 years,50-54,2024/18,26
Massachusetts,50-54 years,50-54,2024/19,24
Massachusetts,50-54 years,50-54,2024/20,32
Massachusetts,50-54 years,50-54,2024/21,31
Massachusetts,50-54 years,50-54,2024/22,29
Massachusetts,50-54 years,50-54,2024/23,32
Massachusetts,50-54 years,50-54,2024/24,21
Massachusetts,50-54 years,50-54,2024/25,40
Massachusetts,50-54 years,50-54,2024/26,30
Massachusetts,50-54 years,50-54,2024/27,28
Massachusetts,50-54 years,50-54,2024/28,29
Massachusetts,50-54 years,50-54,2024/29,29
Massachusetts,50-54 years,50-54,2024/30,29
Massachusetts,50-54 years,50-54,2024/31,26
Massachusetts,50-54 years,50-54,2024/32,34
Massachusetts,50-54 years,50-54,2024/33,22
Massachusetts,50-54 years,50-54,2024/34,24
Massachusetts,50-54 years,50-54,2024/35,22
Massachusetts,50-54 years,50-54,2024/36,24
Massachusetts,50-54 years,50-54,2024/37,20
Massachusetts,50-54 years,50-54,2024/38,29
Massachusetts,50-54 years,50-54,2024/39,23
Massachusetts,50-54 years,50-54,2024/40,21
Massachusetts,50-54 years,50-54,2024/41,24
Massachusetts,50-54 years,50-54,2024/42,24
Massachusetts,50-54 years,50-54,2024/43,28
Massachusetts,50-54 years,50-54,2024/44,23
Massachusetts,50-54 years,50-54,2024/45,25
Massachusetts,50-54 years,50-54,2024/46,28
Massachusetts,50-54 years,50-54,2024/47,29
Massachusetts,50-54 years,50-54,2024/48,22
Massachusetts,50-54 years,50-54,2024/49,19
Massachusetts,50-54 years,50-54,2024/50,15
Massachusetts,55-59 years,55-59,2024/01,48
Massachusetts,55-59 years,55-59,2024/02,73
Massachusetts,55-59 years,55-59,2024/03,54
Massachusetts,55-59 years,55-59,2024/04,54
Massachusetts,55-59 years,55-59,2024/05,47
Massachusetts,55-59 years,55-59,2024/06,41
Massachusetts,55-59 years,55-59,2024/07,55
Massachusetts,55-59 years,55-59,2024/08,40
Massachusetts,55-59 years,55-59,2024/09,52
Massachusetts,55-59 years,55-59,2024/10,42
Massachusetts,55-59 years,55-59,2024/11,56
Massachusetts,55-59 years,55-59,2024/12,53
Massachusetts,55-59 years,55-59,2024/13,59
Massachusetts,55-59 years,55-59,2024/14,52
Massachusetts,55-59 years,55-59,2024/15,70
Massachusetts,55-59 years,55-59,2024/16,31
Massachusetts,55-59 years,55-59,2024/17,44
Massachusetts,55-59 years,55-59,2024/18,41
Massachusetts,55-59 years,55-59,2024/19,39
Massachusetts,55-59 years,55-59,2024/20,49
Massachusetts,55-59 years,55-59,2024/21,32
Massachusetts,55-59 years,55-59,2024/22,43
Massachusetts,55-59 years,55-59,2024/23,49
Massachusetts,55-59 years,55-59,2024/24,39
Massachusetts,55-59 years,55-59,2024/25,41
Massachusetts,55-59 years,55-59,2024/26,51
Massachusetts,55-59 years,55-59,2024/27,39
Massachusetts,55-59 years,55-59,2024/28,49
Massachusetts,55-59 years,55-59,2024/29,48
Massachusetts,55-59 years,55-59,2024/30,43
Massachusetts,55-59 years,55-59,2024/31,40
Massachusetts,55-59 years,55-59,2024/32,38
Massachusetts,55-59 years,55-59,2024/33,33
Massachusetts,55-59 years,55-59,2024/34,50
Massachusetts,55-59 years,55-59,2024/35,42
Massachusetts,55-59 years,55-59,2024/36,36
Massachusetts,55-59 years,55-59,2024/37,41
Massachusetts,55-59 years,55-59,2024/38,36
Massachusetts,55-59 years,55-59,2024/39,41
Massachusetts,55-59 years,55-59,2024/40,35
Massachusetts,55-59 years,55-59,2024/41,37
Massachusetts,55-59 years,55-59,2024/42,54
Massachusetts,55-59 years,55-59,2024/43,49
Massachusetts,55-59 years,55-59,2024/44,52
Massachusetts,55-59 years,55-59,2024/45,47
Massachusetts,55-59 years,55-59,2024/46,49
Massachusetts,55-59 years,55-59,2024/47,42
Massachusetts,55-59 years,55-59,2024/48,28
Massachusetts,55-59 years,55-59,2024/49,29
Massachusetts,55-59 years,55-59,2024/50,25
Massachusetts,60-64 years ,60-64,2024/01,80
Massachusetts,60-64 years ,60-64,2024/02,71
Massachusetts,60-64 years ,60-64,2024/03,63
Massachusetts,60-64 years ,60-64,2024/04,87
Massachusetts,60-64 years ,60-64,2024/05,76
Massachusetts,60-64 years ,60-64,2024/06,91
Massachusetts,60-64 years ,60-64,2024/07,73
Massachusetts,60-64 years ,60-64,2024/08,53
Massachusetts,60-64 years ,60-64,2024/09,72
Massachusetts,60-64 years ,60-64,2024/10,62
Massachusetts,60-64 years ,60-64,2024/11,84
Massachusetts,60-64 years ,60-64,2024/12,64
Massachusetts,60-64 years ,60-64,2024/13,91
Massachusetts,60-64 years ,60-64,2024/14,63
Massachusetts,60-64 years ,60-64,2024/15,66
Massachusetts,60-64 years ,60-64,2024/16,82
Massachusetts,60-64 years ,60-64,2024/17,53
Massachusetts,60-64 years ,60-64,2024/18,75
Massachusetts,60-64 years ,60-64,2024/19,70
Massachusetts,60-64 years ,60-64,2024/20,62
Massachusetts,60-64 years ,60-64,2024/21,72
Massachusetts,60-64 years ,60-64,2024/22,68
Massachusetts,60-64 years ,60-64,2024/23,64
Massachusetts,60-64 years ,60-64,2024/24,75
Massachusetts,60-64 years ,60-64,2024/25,49
Massachusetts,60-64 years ,60-64,2024/26,64
Massachusetts,60-64 years ,60-64,2024/27,68
Massachusetts,60-64 years ,60-64,2024/28,79
Massachusetts,60-64 years ,60-64,2024/29,60
Massachusetts,60-64 years ,60-64,2024/30,54
Massachusetts,60-64 years ,60-64,2024/31,67
Massachusetts,60-64 years ,60-64,2024/32,65
Massachusetts,60-64 years ,60-64,2024/33,80
Massachusetts,60-64 years ,60-64,2024/34,58
Massachusetts,60-64 years ,60-64,2024/35,76
Massachusetts,60-64 years ,60-64,2024/36,58
Massachusetts,60-64 years ,60-64,2024/37,65
Massachusetts,60-64 years ,60-64,2024/38,67
Massachusetts,60-64 years ,60-64,2024/39,82
Massachusetts,60-64 years ,60-64,2024/40,58
Massachusetts,60-64 years ,60-64,2024/41,65
Massachusetts,60-64 years ,60-64,2024/42,63
Massachusetts,60-64 years ,60-64,2024/43,60
Massachusetts,60-64 years ,60-64,2024/44,70
Massachusetts,60-64 years ,60-64,2024/45,61
Massachusetts,60-64 years ,60-64,2024/46,66
Massachusetts,60-64 years ,60-64,2024/47,67
Massachusetts,60-64 years ,60-64,2024/48,62
Massachusetts,60-64 years ,60-64,2024/49,56
Massachusetts,60-64 years ,60-64,2024/50,40
Massachusetts,65-69 years,65-69,2024/01,99
Massachusetts,65-69 years,65-69,2024/02,117
Massachusetts,65-69 years,65-69,2024/03,106
Massachusetts,65-69 years,65-69,2024/04,94
Massachusetts,65-69 years,65-69,2024/05,113
Massachusetts,65-69 years,65-69,2024/06,87
Massachusetts,65-69 years,65-69,2024/07,97
Massachusetts,65-69 years,65-69,2024/08,87
Massachusetts,65-69 years,65-69,2024/09,71
Massachusetts,65-69 years,65-69,2024/10,82
Massachusetts,65-69 years,65-69,2024/11,78
Massachusetts,65-69 years,65-69,2024/12,85
Massachusetts,65-69 years,65-69,2024/13,80
Massachusetts,65-69 years,65-69,2024/14,95
Massachusetts,65-69 years,65-69,2024/15,116
Massachusetts,65-69 years,65-69,2024/16,108
Massachusetts,65-69 years,65-69,2024/17,87
Massachusetts,65-69 years,65-69,2024/18,81
Massachusetts,65-69 years,65-69,2024/19,110
Massachusetts,65-69 years,65-69,2024/20,88
Massachusetts,65-69 years,65-69,2024/21,110
Massachusetts,65-69 years,65-69,2024/22,87
Massachusetts,65-69 years,65-69,2024/23,87
Massachusetts,65-69 years,65-69,2024/24,96
Massachusetts,65-69 years,65-69,2024/25,83
Massachusetts,65-69 years,65-69,2024/26,84
Massachusetts,65-69 years,65-69,2024/27,99
Massachusetts,65-69 years,65-69,2024/28,99
Massachusetts,65-69 years,65-69,2024/29,91
Massachusetts,65-69 years,65-69,2024/30,80
Massachusetts,65-69 years,65-69,2024/31,79
Massachusetts,65-69 years,65-69,2024/32,90
Massachusetts,65-69 years,65-69,2024/33,98
Massachusetts,65-69 years,65-69,2024/34,93
Massachusetts,65-69 years,65-69,2024/35,100
Massachusetts,65-69 years,65-69,2024/36,92
Massachusetts,65-69 years,65-69,2024/37,102
Massachusetts,65-69 years,65-69,2024/38,96
Massachusetts,65-69 years,65-69,2024/39,95
Massachusetts,65-69 years,65-69,2024/40,79
Massachusetts,65-69 years,65-69,2024/41,96
