"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	12	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	12	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 11 ending March 16, 2024 (provisional)"	"2024/11"	11	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 16 ending April 20, 2024 (provisional)"	"2024/16"	12	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	13	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	13	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	13	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	11	Not Applicable	Not Applicable
	"Missouri"	"29"	"< 1 year"	"1"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	10	Not Applicable	Not Applicable
	"Missouri"	"29"	"15-19 years"	"15-19"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	11	Not Applicable	Not Applicable
	"Missouri"	"29"	"20-24 years"	"20-24"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	12	Not Applicable	Not Applicable
	"Missouri"	"29"	"20-24 years"	"20-24"	"2024 Week 07 ending February 17, 2024 (provisional)"	"2024/07"	12	Not Applicable	Not Applicable
	"Missouri"	"29"	"20-24 years"	"20-24"	"2024 Week 12 ending March 23, 2024 (provisional)"	"2024/12"	10	Not Applicable	Not Applicable
	"Missouri"	"29"	"20-24 years"	"20-24"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	10	Not Applicable	Not Applicable
	"Missouri"	"29"	"20-24 years"	"20-24"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	12	Not Applicable	Not Applicable
	"Missouri"	"29"	"20-24 years"	"20-24"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	10	Not Applicable	Not Applicable
	"Missouri"	"29"	"20-24 years"	"20-24"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	10	Not Applicable	Not Applicable
	"Missouri"	"29"	"20-24 years"	"20-24"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	11	Not Applicable	Not Applicable
