"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 35 ending September 02, 2023 (provisional)"	"2023/35"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 36 ending September 09, 2023 (provisional)"	"2023/36"	10	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 38 ending September 23, 2023 (provisional)"	"2023/38"	12	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 39 ending September 30, 2023 (provisional)"	"2023/39"	11	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 40 ending October 07, 2023 (provisional)"	"2023/40"	13	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 41 ending October 14, 2023 (provisional)"	"2023/41"	11	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 42 ending October 21, 2023 (provisional)"	"2023/42"	11	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 43 ending October 28, 2023 (provisional)"	"2023/43"	12	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 44 ending November 04, 2023 (provisional)"	"2023/44"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 45 ending November 11, 2023 (provisional)"	"2023/45"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 46 ending November 18, 2023 (provisional)"	"2023/46"	13	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 47 ending November 25, 2023 (provisional)"	"2023/47"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 49 ending December 09, 2023 (provisional)"	"2023/49"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 50 ending December 16, 2023 (provisional)"	"2023/50"	20	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 51 ending December 23, 2023 (provisional)"	"2023/51"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"35-39 years"	"35-39"	"2023 Week 52 ending December 30, 2023 (provisional)"	"2023/52"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 04 ending January 28, 2023 (provisional)"	"2023/04"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	27	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	27	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 09 ending March 04, 2023 (provisional)"	"2023/09"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 12 ending March 25, 2023 (provisional)"	"2023/12"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 14 ending April 08, 2023 (provisional)"	"2023/14"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	32	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 16 ending April 22, 2023 (provisional)"	"2023/16"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 17 ending April 29, 2023 (provisional)"	"2023/17"	30	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 18 ending May 06, 2023 (provisional)"	"2023/18"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 19 ending May 13, 2023 (provisional)"	"2023/19"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 20 ending May 20, 2023 (provisional)"	"2023/20"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 21 ending May 27, 2023 (provisional)"	"2023/21"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 22 ending June 03, 2023 (provisional)"	"2023/22"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 24 ending June 17, 2023 (provisional)"	"2023/24"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 25 ending June 24, 2023 (provisional)"	"2023/25"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 26 ending July 01, 2023 (provisional)"	"2023/26"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 28 ending July 15, 2023 (provisional)"	"2023/28"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 29 ending July 22, 2023 (provisional)"	"2023/29"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 30 ending July 29, 2023 (provisional)"	"2023/30"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 31 ending August 05, 2023 (provisional)"	"2023/31"	30	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	20	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 34 ending August 26, 2023 (provisional)"	"2023/34"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 35 ending September 02, 2023 (provisional)"	"2023/35"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 36 ending September 09, 2023 (provisional)"	"2023/36"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 38 ending September 23, 2023 (provisional)"	"2023/38"	26	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 39 ending September 30, 2023 (provisional)"	"2023/39"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 40 ending October 07, 2023 (provisional)"	"2023/40"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 41 ending October 14, 2023 (provisional)"	"2023/41"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 42 ending October 21, 2023 (provisional)"	"2023/42"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 43 ending October 28, 2023 (provisional)"	"2023/43"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 44 ending November 04, 2023 (provisional)"	"2023/44"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 45 ending November 11, 2023 (provisional)"	"2023/45"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 46 ending November 18, 2023 (provisional)"	"2023/46"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 47 ending November 25, 2023 (provisional)"	"2023/47"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 48 ending December 02, 2023 (provisional)"	"2023/48"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 49 ending December 09, 2023 (provisional)"	"2023/49"	26	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 50 ending December 16, 2023 (provisional)"	"2023/50"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 51 ending December 23, 2023 (provisional)"	"2023/51"	26	Not Applicable	Not Applicable
	"Kentucky"	"21"	"40-44 years"	"40-44"	"2023 Week 52 ending December 30, 2023 (provisional)"	"2023/52"	20	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	46	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 04 ending January 28, 2023 (provisional)"	"2023/04"	26	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	20	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	30	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	26	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 09 ending March 04, 2023 (provisional)"	"2023/09"	27	Not Applicable	Not Applicable
	"Kentucky"	"21"	"45-49 years"	"45-49"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	23	Not Applicable	Not Applicable
