Residence State,Five-Year Age Groups,Five-Year Age Groups Code,MMWR Week Code,Deaths
Alabama,45-49 years,45-49,2023/20,29
Alabama,45-49 years,45-49,2023/21,32
Alabama,45-49 years,45-49,2023/22,23
Alabama,45-49 years,45-49,2023/23,32
Alabama,45-49 years,45-49,2023/24,28
Alabama,45-49 years,45-49,2023/25,41
Alabama,45-49 years,45-49,2023/26,21
Alabama,45-49 years,45-49,2023/27,39
Alabama,45-49 years,45-49,2023/28,24
Alabama,45-49 years,45-49,2023/29,26
Alabama,45-49 years,45-49,2023/30,35
Alabama,45-49 years,45-49,2023/31,32
Alabama,45-49 years,45-49,2023/32,33
Alabama,45-49 years,45-49,2023/33,37
Alabama,45-49 years,45-49,2023/34,32
Alabama,45-49 years,45-49,2023/35,26
Alabama,45-49 years,45-49,2023/36,34
Alabama,45-49 years,45-49,2023/37,24
Alabama,45-49 years,45-49,2023/38,28
Alabama,45-49 years,45-49,2023/39,27
Alabama,45-49 years,45-49,2023/40,28
Alabama,45-49 years,45-49,2023/41,33
Alabama,45-49 years,45-49,2023/42,16
Alabama,45-49 years,45-49,2023/43,31
Alabama,45-49 years,45-49,2023/44,33
Alabama,45-49 years,45-49,2023/45,24
Alabama,45-49 years,45-49,2023/46,27
Alabama,45-49 years,45-49,2023/47,25
Alabama,45-49 years,45-49,2023/48,31
Alabama,45-49 years,45-49,2023/49,30
Alabama,45-49 years,45-49,2023/50,38
Alabama,45-49 years,45-49,2023/51,36
Alabama,45-49 years,45-49,2023/52,30
Alabama,50-54 years,50-54,2023/01,45
Alabama,50-54 years,50-54,2023/02,43
Alabama,50-54 years,50-54,2023/03,44
Alabama,50-54 years,50-54,2023/04,35
Alabama,50-54 years,50-54,2023/05,34
Alabama,50-54 years,50-54,2023/06,51
Alabama,50-54 years,50-54,2023/07,47
Alabama,50-54 years,50-54,2023/08,36
Alabama,50-54 years,50-54,2023/09,51
Alabama,50-54 years,50-54,2023/10,42
Alabama,50-54 years,50-54,2023/11,42
Alabama,50-54 years,50-54,2023/12,35
Alabama,50-54 years,50-54,2023/13,50
Alabama,50-54 years,50-54,2023/14,52
Alabama,50-54 years,50-54,2023/15,53
Alabama,50-54 years,50-54,2023/16,35
Alabama,50-54 years,50-54,2023/17,47
Alabama,50-54 years,50-54,2023/18,43
Alabama,50-54 years,50-54,2023/19,62
Alabama,50-54 years,50-54,2023/20,47
Alabama,50-54 years,50-54,2023/21,40
Alabama,50-54 years,50-54,2023/22,32
Alabama,50-54 years,50-54,2023/23,41
Alabama,50-54 years,50-54,2023/24,39
Alabama,50-54 years,50-54,2023/25,45
Alabama,50-54 years,50-54,2023/26,37
Alabama,50-54 years,50-54,2023/27,47
Alabama,50-54 years,50-54,2023/28,38
Alabama,50-54 years,50-54,2023/29,48
Alabama,50-54 years,50-54,2023/30,43
Alabama,50-54 years,50-54,2023/31,34
Alabama,50-54 years,50-54,2023/32,34
Alabama,50-54 years,50-54,2023/33,42
Alabama,50-54 years,50-54,2023/34,33
Alabama,50-54 years,50-54,2023/35,39
Alabama,50-54 years,50-54,2023/36,39
Alabama,50-54 years,50-54,2023/37,47
Alabama,50-54 years,50-54,2023/38,38
Alabama,50-54 years,50-54,2023/39,50
Alabama,50-54 years,50-54,2023/40,33
Alabama,50-54 years,50-54,2023/41,40
Alabama,50-54 years,50-54,2023/42,42
Alabama,50-54 years,50-54,2023/43,55
Alabama,50-54 years,50-54,2023/44,45
Alabama,50-54 years,50-54,2023/45,39
Alabama,50-54 years,50-54,2023/46,33
Alabama,50-54 years,50-54,2023/47,35
Alabama,50-54 years,50-54,2023/48,41
Alabama,50-54 years,50-54,2023/49,51
Alabama,50-54 years,50-54,2023/50,42
Alabama,50-54 years,50-54,2023/51,43
Alabama,50-54 years,50-54,2023/52,41
Alabama,55-59 years,55-59,2023/01,73
Alabama,55-59 years,55-59,2023/02,68
Alabama,55-59 years,55-59,2023/03,58
Alabama,55-59 years,55-59,2023/04,65
Alabama,55-59 years,55-59,2023/05,61
Alabama,55-59 years,55-59,2023/06,66
Alabama,55-59 years,55-59,2023/07,59
Alabama,55-59 years,55-59,2023/08,70
Alabama,55-59 years,55-59,2023/09,69
Alabama,55-59 years,55-59,2023/10,58
Alabama,55-59 years,55-59,2023/11,48
Alabama,55-59 years,55-59,2023/12,58
Alabama,55-59 years,55-59,2023/13,65
Alabama,55-59 years,55-59,2023/14,68
Alabama,55-59 years,55-59,2023/15,57
Alabama,55-59 years,55-59,2023/16,67
Alabama,55-59 years,55-59,2023/17,56
Alabama,55-59 years,55-59,2023/18,65
Alabama,55-59 years,55-59,2023/19,67
Alabama,55-59 years,55-59,2023/20,66
Alabama,55-59 years,55-59,2023/21,63
Alabama,55-59 years,55-59,2023/22,60
Alabama,55-59 years,55-59,2023/23,57
Alabama,55-59 years,55-59,2023/24,61
Alabama,55-59 years,55-59,2023/25,65
Alabama,55-59 years,55-59,2023/26,61
Alabama,55-59 years,55-59,2023/27,88
Alabama,55-59 years,55-59,2023/28,53
Alabama,55-59 years,55-59,2023/29,57
Alabama,55-59 years,55-59,2023/30,66
Alabama,55-59 years,55-59,2023/31,64
Alabama,55-59 years,55-59,2023/32,58
Alabama,55-59 years,55-59,2023/33,69
Alabama,55-59 years,55-59,2023/34,48
Alabama,55-59 years,55-59,2023/35,61
Alabama,55-59 years,55-59,2023/36,68
Alabama,55-59 years,55-59,2023/37,57
Alabama,55-59 years,55-59,2023/38,52
Alabama,55-59 years,55-59,2023/39,51
Alabama,55-59 years,55-59,2023/40,47
Alabama,55-59 years,55-59,2023/41,65
Alabama,55-59 years,55-59,2023/42,62
Alabama,55-59 years,55-59,2023/43,46
Alabama,55-59 years,55-59,2023/44,73
Alabama,55-59 years,55-59,2023/45,55
Alabama,55-59 years,55-59,2023/46,59
Alabama,55-59 years,55-59,2023/47,58
Alabama,55-59 years,55-59,2023/48,45
Alabama,55-59 years,55-59,2023/49,54
Alabama,55-59 years,55-59,2023/50,57
Alabama,55-59 years,55-59,2023/51,71
Alabama,55-59 years,55-59,2023/52,67
Alabama,60-64 years ,60-64,2023/01,100
Alabama,60-64 years ,60-64,2023/02,99
Alabama,60-64 years ,60-64,2023/03,104
Alabama,60-64 years ,60-64,2023/04,81
Alabama,60-64 years ,60-64,2023/05,113
Alabama,60-64 years ,60-64,2023/06,125
Alabama,60-64 years ,60-64,2023/07,110
Alabama,60-64 years ,60-64,2023/08,95
Alabama,60-64 years ,60-64,2023/09,86
Alabama,60-64 years ,60-64,2023/10,98
Alabama,60-64 years ,60-64,2023/11,100
Alabama,60-64 years ,60-64,2023/12,104
Alabama,60-64 years ,60-64,2023/13,98
Alabama,60-64 years ,60-64,2023/14,93
Alabama,60-64 years ,60-64,2023/15,88
Alabama,60-64 years ,60-64,2023/16,95
Alabama,60-64 years ,60-64,2023/17,82
Alabama,60-64 years ,60-64,2023/18,93
Alabama,60-64 years ,60-64,2023/19,99
Alabama,60-64 years ,60-64,2023/20,102
Alabama,60-64 years ,60-64,2023/21,99
Alabama,60-64 years ,60-64,2023/22,96
Alabama,60-64 years ,60-64,2023/23,71
Alabama,60-64 years ,60-64,2023/24,101
Alabama,60-64 years ,60-64,2023/25,85
Alabama,60-64 years ,60-64,2023/26,91
Alabama,60-64 years ,60-64,2023/27,104
Alabama,60-64 years ,60-64,2023/28,97
Alabama,60-64 years ,60-64,2023/29,96
Alabama,60-64 years ,60-64,2023/30,110
Alabama,60-64 years ,60-64,2023/31,101
Alabama,60-64 years ,60-64,2023/32,105
Alabama,60-64 years ,60-64,2023/33,116
Alabama,60-64 years ,60-64,2023/34,105
Alabama,60-64 years ,60-64,2023/35,80
Alabama,60-64 years ,60-64,2023/36,100
Alabama,60-64 years ,60-64,2023/37,94
Alabama,60-64 years ,60-64,2023/38,95
Alabama,60-64 years ,60-64,2023/39,72
Alabama,60-64 years ,60-64,2023/40,69
Alabama,60-64 years ,60-64,2023/41,83
Alabama,60-64 years ,60-64,2023/42,77
Alabama,60-64 years ,60-64,2023/43,81
Alabama,60-64 years ,60-64,2023/44,82
Alabama,60-64 years ,60-64,2023/45,89
Alabama,60-64 years ,60-64,2023/46,96
Alabama,60-64 years ,60-64,2023/47,92
Alabama,60-64 years ,60-64,2023/48,122
Alabama,60-64 years ,60-64,2023/49,86
Alabama,60-64 years ,60-64,2023/50,107
Alabama,60-64 years ,60-64,2023/51,100
Alabama,60-64 years ,60-64,2023/52,104
Alabama,65-69 years,65-69,2023/01,136
Alabama,65-69 years,65-69,2023/02,126
Alabama,65-69 years,65-69,2023/03,142
Alabama,65-69 years,65-69,2023/04,133
Alabama,65-69 years,65-69,2023/05,136
Alabama,65-69 years,65-69,2023/06,123
Alabama,65-69 years,65-69,2023/07,132
Alabama,65-69 years,65-69,2023/08,124
Alabama,65-69 years,65-69,2023/09,132
Alabama,65-69 years,65-69,2023/10,127
Alabama,65-69 years,65-69,2023/11,117
Alabama,65-69 years,65-69,2023/12,134
Alabama,65-69 years,65-69,2023/13,114
Alabama,65-69 years,65-69,2023/14,113
Alabama,65-69 years,65-69,2023/15,123
Alabama,65-69 years,65-69,2023/16,98
Alabama,65-69 years,65-69,2023/17,100
Alabama,65-69 years,65-69,2023/18,96
Alabama,65-69 years,65-69,2023/19,122
Alabama,65-69 years,65-69,2023/20,97
Alabama,65-69 years,65-69,2023/21,126
Alabama,65-69 years,65-69,2023/22,143
Alabama,65-69 years,65-69,2023/23,110
Alabama,65-69 years,65-69,2023/24,103
Alabama,65-69 years,65-69,2023/25,115
Alabama,65-69 years,65-69,2023/26,122
Alabama,65-69 years,65-69,2023/27,125
Alabama,65-69 years,65-69,2023/28,129
Alabama,65-69 years,65-69,2023/29,104
Alabama,65-69 years,65-69,2023/30,111
Alabama,65-69 years,65-69,2023/31,131
Alabama,65-69 years,65-69,2023/32,116
Alabama,65-69 years,65-69,2023/33,110
Alabama,65-69 years,65-69,2023/34,115
Alabama,65-69 years,65-69,2023/35,104
Alabama,65-69 years,65-69,2023/36,116
Alabama,65-69 years,65-69,2023/37,119
Alabama,65-69 years,65-69,2023/38,120
Alabama,65-69 years,65-69,2023/39,120
Alabama,65-69 years,65-69,2023/40,100
Alabama,65-69 years,65-69,2023/41,127
Alabama,65-69 years,65-69,2023/42,121
Alabama,65-69 years,65-69,2023/43,108
Alabama,65-69 years,65-69,2023/44,109
Alabama,65-69 years,65-69,2023/45,104
Alabama,65-69 years,65-69,2023/46,120
Alabama,65-69 years,65-69,2023/47,95
Alabama,65-69 years,65-69,2023/48,104
Alabama,65-69 years,65-69,2023/49,123
Alabama,65-69 years,65-69,2023/50,131
Alabama,65-69 years,65-69,2023/51,128
Alabama,65-69 years,65-69,2023/52,138
Alabama,70-74 years,70-74,2023/01,145
Alabama,70-74 years,70-74,2023/02,157
Alabama,70-74 years,70-74,2023/03,155
Alabama,70-74 years,70-74,2023/04,139
Alabama,70-74 years,70-74,2023/05,150
Alabama,70-74 years,70-74,2023/06,130
Alabama,70-74 years,70-74,2023/07,136
Alabama,70-74 years,70-74,2023/08,128
Alabama,70-74 years,70-74,2023/09,127
Alabama,70-74 years,70-74,2023/10,142
Alabama,70-74 years,70-74,2023/11,167
Alabama,70-74 years,70-74,2023/12,125
Alabama,70-74 years,70-74,2023/13,134
Alabama,70-74 years,70-74,2023/14,123
Alabama,70-74 years,70-74,2023/15,142
Alabama,70-74 years,70-74,2023/16,129
Alabama,70-74 years,70-74,2023/17,127
Alabama,70-74 years,70-74,2023/18,125
Alabama,70-74 years,70-74,2023/19,134
Alabama,70-74 years,70-74,2023/20,122
Alabama,70-74 years,70-74,2023/21,102
Alabama,70-74 years,70-74,2023/22,124
Alabama,70-74 years,70-74,2023/23,113
Alabama,70-74 years,70-74,2023/24,107
Alabama,70-74 years,70-74,2023/25,132
Alabama,70-74 years,70-74,2023/26,134
Alabama,70-74 years,70-74,2023/27,126
Alabama,70-74 years,70-74,2023/28,130
Alabama,70-74 years,70-74,2023/29,128
Alabama,70-74 years,70-74,2023/30,123
Alabama,70-74 years,70-74,2023/31,122
Alabama,70-74 years,70-74,2023/32,124
Alabama,70-74 years,70-74,2023/33,138
Alabama,70-74 years,70-74,2023/34,116
Alabama,70-74 years,70-74,2023/35,113
Alabama,70-74 years,70-74,2023/36,122
Alabama,70-74 years,70-74,2023/37,129
Alabama,70-74 years,70-74,2023/38,135
Alabama,70-74 years,70-74,2023/39,148
Alabama,70-74 years,70-74,2023/40,131
Alabama,70-74 years,70-74,2023/41,125
Alabama,70-74 years,70-74,2023/42,120
Alabama,70-74 years,70-74,2023/43,123
Alabama,70-74 years,70-74,2023/44,128
Alabama,70-74 years,70-74,2023/45,137
Alabama,70-74 years,70-74,2023/46,149
Alabama,70-74 years,70-74,2023/47,138
Alabama,70-74 years,70-74,2023/48,140
Alabama,70-74 years,70-74,2023/49,162
Alabama,70-74 years,70-74,2023/50,133
Alabama,70-74 years,70-74,2023/51,155
Alabama,70-74 years,70-74,2023/52,147
Alabama,75-79 years,75-79,2023/01,159
Alabama,75-79 years,75-79,2023/02,162
Alabama,75-79 years,75-79,2023/03,171
Alabama,75-79 years,75-79,2023/04,166
Alabama,75-79 years,75-79,2023/05,153
Alabama,75-79 years,75-79,2023/06,185
Alabama,75-79 years,75-79,2023/07,149
Alabama,75-79 years,75-79,2023/08,196
Alabama,75-79 years,75-79,2023/09,131
Alabama,75-79 years,75-79,2023/10,144
Alabama,75-79 years,75-79,2023/11,132
Alabama,75-79 years,75-79,2023/12,164
Alabama,75-79 years,75-79,2023/13,142
Alabama,75-79 years,75-79,2023/14,147
Alabama,75-79 years,75-79,2023/15,118
Alabama,75-79 years,75-79,2023/16,155
Alabama,75-79 years,75-79,2023/17,168
Alabama,75-79 years,75-79,2023/18,158
Alabama,75-79 years,75-79,2023/19,146
Alabama,75-79 years,75-79,2023/20,151
Alabama,75-79 years,75-79,2023/21,115
Alabama,75-79 years,75-79,2023/22,153
Alabama,75-79 years,75-79,2023/23,119
Alabama,75-79 years,75-79,2023/24,136
Alabama,75-79 years,75-79,2023/25,125
Alabama,75-79 years,75-79,2023/26,157
Alabama,75-79 years,75-79,2023/27,153
Alabama,75-79 years,75-79,2023/28,128
Alabama,75-79 years,75-79,2023/29,144
Alabama,75-79 years,75-79,2023/30,131
Alabama,75-79 years,75-79,2023/31,145
Alabama,75-79 years,75-79,2023/32,139
Alabama,75-79 years,75-79,2023/33,140
Alabama,75-79 years,75-79,2023/34,125
Alabama,75-79 years,75-79,2023/35,162
Alabama,75-79 years,75-79,2023/36,160
Alabama,75-79 years,75-79,2023/37,147
Alabama,75-79 years,75-79,2023/38,122
Alabama,75-79 years,75-79,2023/39,142
Alabama,75-79 years,75-79,2023/40,125
Alabama,75-79 years,75-79,2023/41,155
Alabama,75-79 years,75-79,2023/42,148
Alabama,75-79 years,75-79,2023/43,152
Alabama,75-79 years,75-79,2023/44,151
Alabama,75-79 years,75-79,2023/45,146
Alabama,75-79 years,75-79,2023/46,130
Alabama,75-79 years,75-79,2023/47,137
Alabama,75-79 years,75-79,2023/48,154
Alabama,75-79 years,75-79,2023/49,178
Alabama,75-79 years,75-79,2023/50,180
Alabama,75-79 years,75-79,2023/51,164
Alabama,75-79 years,75-79,2023/52,169
Alabama,80-84 years,80-84,2023/01,161
Alabama,80-84 years,80-84,2023/02,162
Alabama,80-84 years,80-84,2023/03,193
Alabama,80-84 years,80-84,2023/04,145
Alabama,80-84 years,80-84,2023/05,147
Alabama,80-84 years,80-84,2023/06,166
Alabama,80-84 years,80-84,2023/07,174
Alabama,80-84 years,80-84,2023/08,171
Alabama,80-84 years,80-84,2023/09,130
Alabama,80-84 years,80-84,2023/10,152
Alabama,80-84 years,80-84,2023/11,128
Alabama,80-84 years,80-84,2023/12,163
Alabama,80-84 years,80-84,2023/13,150
Alabama,80-84 years,80-84,2023/14,129
Alabama,80-84 years,80-84,2023/15,146
Alabama,80-84 years,80-84,2023/16,128
Alabama,80-84 years,80-84,2023/17,133
Alabama,80-84 years,80-84,2023/18,150
Alabama,80-84 years,80-84,2023/19,139
Alabama,80-84 years,80-84,2023/20,130
Alabama,80-84 years,80-84,2023/21,156
Alabama,80-84 years,80-84,2023/22,144
Alabama,80-84 years,80-84,2023/23,128
Alabama,80-84 years,80-84,2023/24,127
Alabama,80-84 years,80-84,2023/25,128
Alabama,80-84 years,80-84,2023/26,132
Alabama,80-84 years,80-84,2023/27,141
Alabama,80-84 years,80-84,2023/28,122
Alabama,80-84 years,80-84,2023/29,121
Alabama,80-84 years,80-84,2023/30,146
Alabama,80-84 years,80-84,2023/31,140
Alabama,80-84 years,80-84,2023/32,138
Alabama,80-84 years,80-84,2023/33,138
Alabama,80-84 years,80-84,2023/34,148
Alabama,80-84 years,80-84,2023/35,113
Alabama,80-84 years,80-84,2023/36,148
Alabama,80-84 years,80-84,2023/37,125
Alabama,80-84 years,80-84,2023/38,151
Alabama,80-84 years,80-84,2023/39,159
Alabama,80-84 years,80-84,2023/40,140
Alabama,80-84 years,80-84,2023/41,135
Alabama,80-84 years,80-84,2023/42,124
Alabama,80-84 years,80-84,2023/43,162
