"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 38 ending September 25, 2021"	"2021/38"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 39 ending October 02, 2021"	"2021/39"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 41 ending October 16, 2021"	"2021/41"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 42 ending October 23, 2021"	"2021/42"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 44 ending November 06, 2021"	"2021/44"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 45 ending November 13, 2021"	"2021/45"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 46 ending November 20, 2021"	"2021/46"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 48 ending December 04, 2021"	"2021/48"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 49 ending December 11, 2021"	"2021/49"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 51 ending December 25, 2021"	"2021/51"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"40-44 years"	"40-44"	"2021 Week 52 ending January 01, 2022"	"2021/52"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 01 ending January 09, 2021"	"2021/01"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 02 ending January 16, 2021"	"2021/02"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 03 ending January 23, 2021"	"2021/03"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 04 ending January 30, 2021"	"2021/04"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 06 ending February 13, 2021"	"2021/06"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 07 ending February 20, 2021"	"2021/07"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 08 ending February 27, 2021"	"2021/08"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 09 ending March 06, 2021"	"2021/09"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 10 ending March 13, 2021"	"2021/10"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 11 ending March 20, 2021"	"2021/11"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 12 ending March 27, 2021"	"2021/12"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 13 ending April 03, 2021"	"2021/13"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 14 ending April 10, 2021"	"2021/14"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 16 ending April 24, 2021"	"2021/16"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 18 ending May 08, 2021"	"2021/18"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 21 ending May 29, 2021"	"2021/21"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 23 ending June 12, 2021"	"2021/23"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 24 ending June 19, 2021"	"2021/24"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 25 ending June 26, 2021"	"2021/25"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 28 ending July 17, 2021"	"2021/28"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 30 ending July 31, 2021"	"2021/30"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 31 ending August 07, 2021"	"2021/31"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 32 ending August 14, 2021"	"2021/32"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 33 ending August 21, 2021"	"2021/33"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 34 ending August 28, 2021"	"2021/34"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 35 ending September 04, 2021"	"2021/35"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 36 ending September 11, 2021"	"2021/36"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 38 ending September 25, 2021"	"2021/38"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 39 ending October 02, 2021"	"2021/39"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 41 ending October 16, 2021"	"2021/41"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 42 ending October 23, 2021"	"2021/42"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 43 ending October 30, 2021"	"2021/43"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 44 ending November 06, 2021"	"2021/44"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 45 ending November 13, 2021"	"2021/45"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 46 ending November 20, 2021"	"2021/46"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 47 ending November 27, 2021"	"2021/47"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 48 ending December 04, 2021"	"2021/48"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 49 ending December 11, 2021"	"2021/49"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 50 ending December 18, 2021"	"2021/50"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 51 ending December 25, 2021"	"2021/51"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"45-49 years"	"45-49"	"2021 Week 52 ending January 01, 2022"	"2021/52"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 01 ending January 09, 2021"	"2021/01"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 02 ending January 16, 2021"	"2021/02"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 03 ending January 23, 2021"	"2021/03"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 04 ending January 30, 2021"	"2021/04"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 05 ending February 06, 2021"	"2021/05"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 06 ending February 13, 2021"	"2021/06"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 07 ending February 20, 2021"	"2021/07"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 08 ending February 27, 2021"	"2021/08"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 09 ending March 06, 2021"	"2021/09"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 10 ending March 13, 2021"	"2021/10"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 11 ending March 20, 2021"	"2021/11"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 12 ending March 27, 2021"	"2021/12"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 13 ending April 03, 2021"	"2021/13"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 14 ending April 10, 2021"	"2021/14"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 15 ending April 17, 2021"	"2021/15"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 16 ending April 24, 2021"	"2021/16"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 17 ending May 01, 2021"	"2021/17"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 18 ending May 08, 2021"	"2021/18"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 19 ending May 15, 2021"	"2021/19"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 20 ending May 22, 2021"	"2021/20"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 21 ending May 29, 2021"	"2021/21"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 22 ending June 05, 2021"	"2021/22"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 23 ending June 12, 2021"	"2021/23"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"50-54 years"	"50-54"	"2021 Week 24 ending June 19, 2021"	"2021/24"	17	Not Applicable	Not Applicable
