"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1969"	"1969"	"Idaho"	"16"	6142	699533	878.0
	"1969"	"1969"	"Illinois"	"17"	111417	11069375	1006.5
	"1969"	"1969"	"Indiana"	"18"	49524	5167826	958.3
	"1969"	"1969"	"Iowa"	"19"	29385	2811716	1045.1
	"1969"	"1969"	"Kansas"	"20"	22854	2253857	1014.0
	"1969"	"1969"	"Kentucky"	"21"	32899	3180388	1034.4
	"1969"	"1969"	"Louisiana"	"22"	33862	3614715	936.8
	"1969"	"1969"	"Maine"	"23"	10913	981759	1111.6
	"1969"	"1969"	"Maryland"	"24"	32382	3869900	836.8
	"1969"	"1969"	"Massachusetts"	"25"	57793	5661068	1020.9
	"1969"	"1969"	"Michigan"	"26"	76808	8837714	869.1
	"1969"	"1969"	"Minnesota"	"27"	33843	3780598	895.2
	"1969"	"1969"	"Mississippi"	"28"	23879	2196956	1086.9
	"1969"	"1969"	"Missouri"	"29"	52463	4657984	1126.3
	"1969"	"1969"	"Montana"	"30"	6713	685625	979.1
	"1969"	"1969"	"Nebraska"	"31"	14932	1475728	1011.8
	"1969"	"1969"	"Nevada"	"32"	3691	472069	781.9
	"1969"	"1969"	"New Hampshire"	"33"	7521	723626	1039.3
	"1969"	"1969"	"New Jersey"	"34"	67972	7108685	956.2
	"1969"	"1969"	"New Mexico"	"35"	7209	999900	721.0
	"1969"	"1969"	"New York"	"36"	188469	18191790	1036.0
	"1969"	"1969"	"North Carolina"	"37"	44902	5026390	893.3
	"1969"	"1969"	"North Dakota"	"38"	5607	613777	913.5
	"1969"	"1969"	"Ohio"	"39"	101240	10621131	953.2
	"1969"	"1969"	"Oklahoma"	"40"	26032	2531627	1028.3
	"1969"	"1969"	"Oregon"	"41"	19585	2060075	950.7
	"1969"	"1969"	"Pennsylvania"	"42"	127261	11756308	1082.5
	"1969"	"1969"	"Rhode Island"	"44"	9300	942007	987.3
	"1969"	"1969"	"South Carolina"	"45"	22853	2555782	894.2
	"1969"	"1969"	"South Dakota"	"46"	6760	664645	1017.1
	"1969"	"1969"	"Tennessee"	"47"	37900	3884116	975.8
	"1969"	"1969"	"Texas"	"48"	94043	11053941	850.8
	"1969"	"1969"	"Utah"	"49"	6819	1039193	656.2
	"1969"	"1969"	"Vermont"	"50"	4427	439231	1007.9
	"1969"	"1969"	"Virginia"	"51"	39126	4600264	850.5
	"1969"	"1969"	"Washington"	"53"	30632	3398000	901.5
	"1969"	"1969"	"West Virginia"	"54"	19830	1730922	1145.6
	"1969"	"1969"	"Wisconsin"	"55"	41106	4392870	935.7
	"1969"	"1969"	"Wyoming"	"56"	2941	328711	894.7
"Total"	"1969"	"1969"			1921990	201568182	953.5
	"1970"	"1970"	"Alabama"	"01"	33743	3450966	977.8
	"1970"	"1970"	"Alaska"	"02"	1438	303679	473.5
	"1970"	"1970"	"Arizona"	"04"	14865	1781244	834.5
	"1970"	"1970"	"Arkansas"	"05"	20664	1927204	1072.2
	"1970"	"1970"	"California"	"06"	166338	20004933	831.5
	"1970"	"1970"	"Colorado"	"08"	17433	2213846	787.5
	"1970"	"1970"	"Connecticut"	"09"	25939	3032018	855.5
	"1970"	"1970"	"Delaware"	"10"	4916	548909	895.6
	"1970"	"1970"	"District of Columbia"	"11"	8851	759939	1164.7
	"1970"	"1970"	"Florida"	"12"	74903	6806137	1100.5
	"1970"	"1970"	"Georgia"	"13"	41819	4600450	909.0
	"1970"	"1970"	"Hawaii"	"15"	4023	772159	521.0
	"1970"	"1970"	"Idaho"	"16"	6155	714717	861.2
	"1970"	"1970"	"Illinois"	"17"	110680	11130872	994.4
	"1970"	"1970"	"Indiana"	"18"	48556	5203733	933.1
	"1970"	"1970"	"Iowa"	"19"	29387	2827012	1039.5
	"1970"	"1970"	"Kansas"	"20"	21888	2252229	971.8
	"1970"	"1970"	"Kentucky"	"21"	33277	3226664	1031.3
	"1970"	"1970"	"Louisiana"	"22"	33445	3649292	916.5
	"1970"	"1970"	"Maine"	"23"	11053	994539	1111.4
	"1970"	"1970"	"Maryland"	"24"	32832	3923849	836.7
	"1970"	"1970"	"Massachusetts"	"25"	57278	5689726	1006.7
	"1970"	"1970"	"Michigan"	"26"	76334	8892674	858.4
	"1970"	"1970"	"Minnesota"	"27"	33888	3808180	889.9
	"1970"	"1970"	"Mississippi"	"28"	23301	2224141	1047.6
	"1970"	"1970"	"Missouri"	"29"	51851	4684287	1106.9
	"1970"	"1970"	"Montana"	"30"	6602	695623	949.1
	"1970"	"1970"	"Nebraska"	"31"	15039	1486970	1011.4
	"1970"	"1970"	"Nevada"	"32"	3856	489535	787.7
	"1970"	"1970"	"New Hampshire"	"33"	7356	737792	997.0
	"1970"	"1970"	"New Jersey"	"34"	68183	7173395	950.5
	"1970"	"1970"	"New Mexico"	"35"	7434	1019794	729.0
	"1970"	"1970"	"New York"	"36"	188026	18261534	1029.6
	"1970"	"1970"	"North Carolina"	"37"	44737	5095097	878.0
	"1970"	"1970"	"North Dakota"	"38"	5613	618433	907.6
	"1970"	"1970"	"Ohio"	"39"	100453	10672758	941.2
	"1970"	"1970"	"Oklahoma"	"40"	26763	2564902	1043.4
	"1970"	"1970"	"Oregon"	"41"	19516	2093869	932.1
	"1970"	"1970"	"Pennsylvania"	"42"	126996	11807864	1075.5
	"1970"	"1970"	"Rhode Island"	"44"	9492	950100	999.1
	"1970"	"1970"	"South Carolina"	"45"	22780	2595822	877.6
	"1970"	"1970"	"South Dakota"	"46"	6566	667090	984.3
	"1970"	"1970"	"Tennessee"	"47"	38157	3933207	970.1
	"1970"	"1970"	"Texas"	"48"	94335	11230228	840.0
	"1970"	"1970"	"Utah"	"49"	7061	1063939	663.7
	"1970"	"1970"	"Vermont"	"50"	4449	445145	999.4
	"1970"	"1970"	"Virginia"	"51"	39015	4659549	837.3
	"1970"	"1970"	"Washington"	"53"	29954	3417820	876.4
	"1970"	"1970"	"West Virginia"	"54"	20063	1747554	1148.1
	"1970"	"1970"	"Wisconsin"	"55"	40791	4419132	923.1
	"1970"	"1970"	"Wyoming"	"56"	2937	333243	881.3
"Total"	"1970"	"1970"			1921031	203603794	943.5
	"1971"	"1971"	"Alabama"	"01"	33777	3503319	964.1
	"1971"	"1971"	"Alaska"	"02"	1474	317012	465.0
	"1971"	"1971"	"Arizona"	"04"	15669	1900461	824.5
	"1971"	"1971"	"Arkansas"	"05"	20844	1975096	1055.3
	"1971"	"1971"	"California"	"06"	169322	20347014	832.2
	"1971"	"1971"	"Colorado"	"08"	17887	2305234	775.9
	"1971"	"1971"	"Connecticut"	"09"	26139	3057560	854.9
	"1971"	"1971"	"Delaware"	"10"	4824	565378	853.2
	"1971"	"1971"	"District of Columbia"	"11"	8559	753476	1135.9
	"1971"	"1971"	"Florida"	"12"	77093	7175434	1074.4
	"1971"	"1971"	"Georgia"	"13"	41706	4717791	884.0
	"1971"	"1971"	"Hawaii"	"15"	4193	802549	522.5
	"1971"	"1971"	"Idaho"	"16"	6330	739758	855.7
	"1971"	"1971"	"Illinois"	"17"	109848	11214321	979.5
	"1971"	"1971"	"Indiana"	"18"	48880	5254207	930.3
	"1971"	"1971"	"Iowa"	"19"	29565	2850320	1037.3
	"1971"	"1971"	"Kansas"	"20"	22210	2247606	988.2
	"1971"	"1971"	"Kentucky"	"21"	33609	3303591	1017.3
	"1971"	"1971"	"Louisiana"	"22"	33132	3713808	892.1
	"1971"	"1971"	"Maine"	"23"	10747	1016358	1057.4
	"1971"	"1971"	"Maryland"	"24"	32361	4019719	805.1
	"1971"	"1971"	"Massachusetts"	"25"	57027	5733536	994.6
	"1971"	"1971"	"Michigan"	"26"	77291	8974164	861.3
	"1971"	"1971"	"Minnesota"	"27"	33897	3848481	880.8
	"1971"	"1971"	"Mississippi"	"28"	23454	2271036	1032.7
	"1971"	"1971"	"Missouri"	"29"	50981	4726673	1078.6
	"1971"	"1971"	"Montana"	"30"	6854	711731	963.0
	"1971"	"1971"	"Nebraska"	"31"	15179	1505413	1008.3
	"1971"	"1971"	"Nevada"	"32"	3980	520601	764.5
	"1971"	"1971"	"New Hampshire"	"33"	7471	762420	979.9
	"1971"	"1971"	"New Jersey"	"34"	68765	7277865	944.9
	"1971"	"1971"	"New Mexico"	"35"	7634	1055541	723.2
	"1971"	"1971"	"New York"	"36"	186616	18356459	1016.6
	"1971"	"1971"	"North Carolina"	"37"	44910	5207765	862.4
	"1971"	"1971"	"North Dakota"	"38"	5594	626719	892.6
	"1971"	"1971"	"Ohio"	"39"	99976	10741460	930.7
	"1971"	"1971"	"Oklahoma"	"40"	25886	2622460	987.1
	"1971"	"1971"	"Oregon"	"41"	20061	2149614	933.2
	"1971"	"1971"	"Pennsylvania"	"42"	127052	11882336	1069.3
	"1971"	"1971"	"Rhode Island"	"44"	9355	963783	970.7
	"1971"	"1971"	"South Carolina"	"45"	23158	2666694	868.4
	"1971"	"1971"	"South Dakota"	"46"	6714	672094	999.0
	"1971"	"1971"	"Tennessee"	"47"	37839	4015706	942.3
	"1971"	"1971"	"Texas"	"48"	94902	11533927	822.8
	"1971"	"1971"	"Utah"	"49"	7269	1104169	658.3
	"1971"	"1971"	"Vermont"	"50"	4402	454323	968.9
	"1971"	"1971"	"Virginia"	"51"	39605	4756532	832.6
	"1971"	"1971"	"Washington"	"53"	30408	3446521	882.3
	"1971"	"1971"	"West Virginia"	"54"	19689	1773183	1110.4
	"1971"	"1971"	"Wisconsin"	"55"	40350	4456250	905.5
	"1971"	"1971"	"Wyoming"	"56"	3054	340281	897.5
"Total"	"1971"	"1971"			1927542	206937749	931.5
	"1972"	"1972"	"Alabama"	"01"	34572	3541028	976.3
	"1972"	"1972"	"Alaska"	"02"	1440	326586	440.9
	"1972"	"1972"	"Arizona"	"04"	15810	2010557	786.3
	"1972"	"1972"	"Arkansas"	"05"	21798	2018461	1079.9
	"1972"	"1972"	"California"	"06"	169984	20567494	826.5
	"1972"	"1972"	"Colorado"	"08"	17824	2403338	741.6
	"1972"	"1972"	"Connecticut"	"09"	26350	3061896	860.6
	"1972"	"1972"	"Delaware"	"10"	4962	573056	865.9
	"1972"	"1972"	"District of Columbia"	"11"	8462	745086	1135.7
	"1972"	"1972"	"Florida"	"12"	83310	7522728	1107.4
	"1972"	"1972"	"Georgia"	"13"	42986	4807764	894.1
	"1972"	"1972"	"Hawaii"	"15"	4304	828240	519.7
	"1972"	"1972"	"Idaho"	"16"	6352	763407	832.1
	"1972"	"1972"	"Illinois"	"17"	111298	11252067	989.1
	"1972"	"1972"	"Indiana"	"18"	49138	5292507	928.4
	"1972"	"1972"	"Iowa"	"19"	29932	2855438	1048.2
	"1972"	"1972"	"Kansas"	"20"	22388	2254267	993.1
	"1972"	"1972"	"Kentucky"	"21"	34048	3335801	1020.7
	"1972"	"1972"	"Louisiana"	"22"	34390	3761076	914.4
	"1972"	"1972"	"Maine"	"23"	11198	1033946	1083.0
	"1972"	"1972"	"Maryland"	"24"	33408	4072805	820.3
	"1972"	"1972"	"Massachusetts"	"25"	57152	5750370	993.9
	"1972"	"1972"	"Michigan"	"26"	78674	9014281	872.8
	"1972"	"1972"	"Minnesota"	"27"	34554	3858737	895.5
	"1972"	"1972"	"Mississippi"	"28"	23680	2309917	1025.1
	"1972"	"1972"	"Missouri"	"29"	52458	4751840	1104.0
	"1972"	"1972"	"Montana"	"30"	6896	718846	959.3
	"1972"	"1972"	"Nebraska"	"31"	15534	1517247	1023.8
	"1972"	"1972"	"Nevada"	"32"	4090	546589	748.3
	"1972"	"1972"	"New Hampshire"	"33"	7500	780678	960.7
	"1972"	"1972"	"New Jersey"	"34"	69250	7323158	945.6
	"1972"	"1972"	"New Mexico"	"35"	7926	1078424	735.0
	"1972"	"1972"	"New York"	"36"	185284	18321228	1011.3
	"1972"	"1972"	"North Carolina"	"37"	47288	5296527	892.8
	"1972"	"1972"	"North Dakota"	"38"	5616	630758	890.4
	"1972"	"1972"	"Ohio"	"39"	101982	10736474	949.9
	"1972"	"1972"	"Oklahoma"	"40"	26936	2658621	1013.2
	"1972"	"1972"	"Oregon"	"41"	20158	2192728	919.3
	"1972"	"1972"	"Pennsylvania"	"42"	127564	11889039	1073.0
	"1972"	"1972"	"Rhode Island"	"44"	9540	974897	978.6
	"1972"	"1972"	"South Carolina"	"45"	23932	2719860	879.9
	"1972"	"1972"	"South Dakota"	"46"	7028	677239	1037.7
	"1972"	"1972"	"Tennessee"	"47"	39374	4088236	963.1
	"1972"	"1972"	"Texas"	"48"	99338	11766356	844.3
	"1972"	"1972"	"Utah"	"49"	7322	1136077	644.5
	"1972"	"1972"	"Vermont"	"50"	4318	462654	933.3
	"1972"	"1972"	"Virginia"	"51"	40960	4825321	848.9
	"1972"	"1972"	"Washington"	"53"	29836	3440865	867.1
	"1972"	"1972"	"West Virginia"	"54"	20606	1797513	1146.4
	"1972"	"1972"	"Wisconsin"	"55"	42120	4488640	938.4
	"1972"	"1972"	"Wyoming"	"56"	3074	346869	886.2
"Total"	"1972"	"1972"			1963944	209127537	939.1
	"1973"	"1973"	"Alabama"	"01"	35408	3579861	989.1
	"1973"	"1973"	"Alaska"	"02"	1459	332940	438.2
	"1973"	"1973"	"Arizona"	"04"	16847	2125744	792.5
	"1973"	"1973"	"Arkansas"	"05"	22156	2058222	1076.5
	"1973"	"1973"	"California"	"06"	172710	20847325	828.5
	"1973"	"1973"	"Colorado"	"08"	18674	2493738	748.8
	"1973"	"1973"	"Connecticut"	"09"	26714	3061705	872.5
	"1973"	"1973"	"Delaware"	"10"	4920	578025	851.2
	"1973"	"1973"	"District of Columbia"	"11"	8068	734382	1098.6
	"1973"	"1973"	"Florida"	"12"	87938	7923830	1109.8
	"1973"	"1973"	"Georgia"	"13"	43871	4905290	894.4
	"1973"	"1973"	"Hawaii"	"15"	4368	850988	513.3
	"1973"	"1973"	"Idaho"	"16"	6479	782170	828.3
	"1973"	"1973"	"Illinois"	"17"	110510	11249495	982.4
	"1973"	"1973"	"Indiana"	"18"	49671	5323335	933.1
	"1973"	"1973"	"Iowa"	"19"	29255	2858165	1023.6
	"1973"	"1973"	"Kansas"	"20"	22789	2262344	1007.3
	"1973"	"1973"	"Kentucky"	"21"	34434	3369509	1021.9
	"1973"	"1973"	"Louisiana"	"22"	35039	3787218	925.2
	"1973"	"1973"	"Maine"	"23"	10870	1045235	1040.0
	"1973"	"1973"	"Maryland"	"24"	32712	4098790	798.1
	"1973"	"1973"	"Massachusetts"	"25"	57318	5771004	993.2
	"1973"	"1973"	"Michigan"	"26"	78359	9059361	865.0
	"1973"	"1973"	"Minnesota"	"27"	33851	3876121	873.3
	"1973"	"1973"	"Mississippi"	"28"	24022	2350797	1021.9
	"1973"	"1973"	"Missouri"	"29"	51976	4770262	1089.6
	"1973"	"1973"	"Montana"	"30"	6867	726987	944.6
	"1973"	"1973"	"Nebraska"	"31"	14998	1526978	982.2
	"1973"	"1973"	"Nevada"	"32"	4264	568252	750.4
	"1973"	"1973"	"New Hampshire"	"33"	7583	800313	947.5
	"1973"	"1973"	"New Jersey"	"34"	68687	7321409	938.2
	"1973"	"1973"	"New Mexico"	"35"	8119	1104795	734.9
	"1973"	"1973"	"New York"	"36"	181287	18162182	998.2
	"1973"	"1973"	"North Carolina"	"37"	47755	5380033	887.6
	"1973"	"1973"	"North Dakota"	"38"	5767	631908	912.6
	"1973"	"1973"	"Ohio"	"39"	101510	10752148	944.1
	"1973"	"1973"	"Oklahoma"	"40"	27349	2693197	1015.5
	"1973"	"1973"	"Oregon"	"41"	20906	2235886	935.0
	"1973"	"1973"	"Pennsylvania"	"42"	126632	11865647	1067.2
	"1973"	"1973"	"Rhode Island"	"44"	9509	976062	974.2
	"1973"	"1973"	"South Carolina"	"45"	24896	2775712	896.9
	"1973"	"1973"	"South Dakota"	"46"	6643	678608	978.9
	"1973"	"1973"	"Tennessee"	"47"	39794	4137128	961.9
	"1973"	"1973"	"Texas"	"48"	101647	12020386	845.6
	"1973"	"1973"	"Utah"	"49"	7585	1170108	648.2
	"1973"	"1973"	"Vermont"	"50"	4504	467563	963.3
	"1973"	"1973"	"Virginia"	"51"	41151	4901476	839.6
	"1973"	"1973"	"Washington"	"53"	30812	3471792	887.5
	"1973"	"1973"	"West Virginia"	"54"	19955	1804276	1106.0
	"1973"	"1973"	"Wisconsin"	"55"	41295	4508777	915.9
	"1973"	"1973"	"Wyoming"	"56"	3070	353345	868.8
"Total"	"1973"	"1973"			1973003	211130824	934.5
	"1974"	"1974"	"Alabama"	"01"	34737	3627380	957.6
	"1974"	"1974"	"Alaska"	"02"	1489	344834	431.8
	"1974"	"1974"	"Arizona"	"04"	17050	2225627	766.1
	"1974"	"1974"	"Arkansas"	"05"	22226	2100719	1058.0
	"1974"	"1974"	"California"	"06"	170403	21173032	804.8
	"1974"	"1974"	"Colorado"	"08"	17922	2539958	705.6
	"1974"	"1974"	"Connecticut"	"09"	26129	3070012	851.1
	"1974"	"1974"	"Delaware"	"10"	4986	582444	856.0
	"1974"	"1974"	"District of Columbia"	"11"	7848	721455	1087.8
	"1974"	"1974"	"Florida"	"12"	88015	8313595	1058.7
	"1974"	"1974"	"Georgia"	"13"	42953	4991975	860.4
	"1974"	"1974"	"Hawaii"	"15"	4343	867287	500.8
	"1974"	"1974"	"Idaho"	"16"	6460	808689	798.8
	"1974"	"1974"	"Illinois"	"17"	108171	11267972	960.0
	"1974"	"1974"	"Indiana"	"18"	48269	5345260	903.0
	"1974"	"1974"	"Iowa"	"19"	28773	2864525	1004.5
	"1974"	"1974"	"Kansas"	"20"	22235	2267286	980.7
	"1974"	"1974"	"Kentucky"	"21"	33506	3415077	981.1
	"1974"	"1974"	"Louisiana"	"22"	33647	3820285	880.7
	"1974"	"1974"	"Maine"	"23"	10717	1058587	1012.4
	"1974"	"1974"	"Maryland"	"24"	32965	4125689	799.0
	"1974"	"1974"	"Massachusetts"	"25"	55996	5766566	971.0
	"1974"	"1974"	"Michigan"	"26"	76249	9097691	838.1
	"1974"	"1974"	"Minnesota"	"27"	33500	3893567	860.4
	"1974"	"1974"	"Mississippi"	"28"	23153	2379443	973.0
	"1974"	"1974"	"Missouri"	"29"	50652	4783368	1058.9
	"1974"	"1974"	"Montana"	"30"	6558	737705	889.0
	"1974"	"1974"	"Nebraska"	"31"	15025	1537423	977.3
	"1974"	"1974"	"Nevada"	"32"	4338	596322	727.5
	"1974"	"1974"	"New Hampshire"	"33"	7723	815876	946.6
	"1974"	"1974"	"New Jersey"	"34"	67160	7325355	916.8
	"1974"	"1974"	"New Mexico"	"35"	8030	1130546	710.3
	"1974"	"1974"	"New York"	"36"	176959	18054173	980.2
	"1974"	"1974"	"North Carolina"	"37"	46278	5458486	847.8
	"1974"	"1974"	"North Dakota"	"38"	5766	634087	909.3
	"1974"	"1974"	"Ohio"	"39"	99254	10755416	922.8
	"1974"	"1974"	"Oklahoma"	"40"	27237	2732842	996.7
	"1974"	"1974"	"Oregon"	"41"	20335	2279739	892.0
	"1974"	"1974"	"Pennsylvania"	"42"	122984	11849213	1037.9
	"1974"	"1974"	"Rhode Island"	"44"	9107	951680	956.9
	"1974"	"1974"	"South Carolina"	"45"	24211	2843088	851.6
	"1974"	"1974"	"South Dakota"	"46"	6581	680130	967.6
	"1974"	"1974"	"Tennessee"	"47"	39425	4200625	938.6
	"1974"	"1974"	"Texas"	"48"	99491	12269942	810.9
	"1974"	"1974"	"Utah"	"49"	7384	1201191	614.7
	"1974"	"1974"	"Vermont"	"50"	4398	472496	930.8
	"1974"	"1974"	"Virginia"	"51"	40358	4973785	811.4
	"1974"	"1974"	"Washington"	"53"	29827	3545762	841.2
	"1974"	"1974"	"West Virginia"	"54"	19558	1813582	1078.4
	"1974"	"1974"	"Wisconsin"	"55"	40865	4533260	901.4
	"1974"	"1974"	"Wyoming"	"56"	3142	364827	861.2
"Total"	"1974"	"1974"			1934388	213209874	907.3
	"1975"	"1975"	"Alabama"	"01"	33658	3679228	914.8
	"1975"	"1975"	"Alaska"	"02"	1529	371084	412.0
	"1975"	"1975"	"Arizona"	"04"	16980	2286975	742.5
	"1975"	"1975"	"Arkansas"	"05"	21700	2158071	1005.5
	"1975"	"1975"	"California"	"06"	170687	21548964	792.1
	"1975"	"1975"	"Colorado"	"08"	17434	2586234	674.1
	"1975"	"1975"	"Connecticut"	"09"	25740	3080526	835.6
	"1975"	"1975"	"Delaware"	"10"	4682	588301	795.9
	"1975"	"1975"	"District of Columbia"	"11"	7481	711443	1051.5
	"1975"	"1975"	"Florida"	"12"	87074	8533593	1020.4
	"1975"	"1975"	"Georgia"	"13"	41363	5053521	818.5
	"1975"	"1975"	"Hawaii"	"15"	4350	885427	491.3
	"1975"	"1975"	"Idaho"	"16"	6514	832916	782.1
	"1975"	"1975"	"Illinois"	"17"	103552	11305605	915.9
	"1975"	"1975"	"Indiana"	"18"	46723	5347917	873.7
	"1975"	"1975"	"Iowa"	"19"	28097	2880315	975.5
	"1975"	"1975"	"Kansas"	"20"	21781	2279704	955.4
	"1975"	"1975"	"Kentucky"	"21"	33187	3468209	956.9
	"1975"	"1975"	"Louisiana"	"22"	33700	3889528	866.4
	"1975"	"1975"	"Maine"	"23"	10273	1072253	958.1
	"1975"	"1975"	"Maryland"	"24"	32055	4151738	772.1
	"1975"	"1975"	"Massachusetts"	"25"	54015	5754521	938.7
	"1975"	"1975"	"Michigan"	"26"	74596	9097733	819.9
	"1975"	"1975"	"Minnesota"	"27"	32689	3923380	833.2
	"1975"	"1975"	"Mississippi"	"28"	22786	2400734	949.1
	"1975"	"1975"	"Missouri"	"29"	49059	4793956	1023.4
	"1975"	"1975"	"Montana"	"30"	6538	749357	872.5
	"1975"	"1975"	"Nebraska"	"31"	14603	1541485	947.3
	"1975"	"1975"	"Nevada"	"32"	4479	619539	723.0
	"1975"	"1975"	"New Hampshire"	"33"	7220	828531	871.4
	"1975"	"1975"	"New Jersey"	"34"	65498	7333189	893.2
	"1975"	"1975"	"New Mexico"	"35"	7977	1163117	685.8
	"1975"	"1975"	"New York"	"36"	169618	18022195	941.2
	"1975"	"1975"	"North Carolina"	"37"	45777	5530369	827.7
	"1975"	"1975"	"North Dakota"	"38"	5496	639175	859.9
	"1975"	"1975"	"Ohio"	"39"	96385	10763595	895.5
	"1975"	"1975"	"Oklahoma"	"40"	27194	2772274	980.9
	"1975"	"1975"	"Oregon"	"41"	20176	2324397	868.0
	"1975"	"1975"	"Pennsylvania"	"42"	120579	11886651	1014.4
	"1975"	"1975"	"Rhode Island"	"44"	8898	944504	942.1
	"1975"	"1975"	"South Carolina"	"45"	23497	2898414	810.7
	"1975"	"1975"	"South Dakota"	"46"	6484	681892	950.9
	"1975"	"1975"	"Tennessee"	"47"	38564	4258539	905.6
	"1975"	"1975"	"Texas"	"48"	98471	12573557	783.2
	"1975"	"1975"	"Utah"	"49"	7530	1237028	608.7
	"1975"	"1975"	"Vermont"	"50"	4282	479271	893.4
	"1975"	"1975"	"Virginia"	"51"	39553	5052500	782.8
	"1975"	"1975"	"Washington"	"53"	29833	3618410	824.5
	"1975"	"1975"	"West Virginia"	"54"	19559	1840261	1062.8
	"1975"	"1975"	"Wisconsin"	"55"	39885	4566799	873.4
	"1975"	"1975"	"Wyoming"	"56"	3078	380959	808.0
"Total"	"1975"	"1975"			1892879	215387884	878.8
	"1976"	"1976"	"Alabama"	"01"	34193	3737368	914.9
	"1976"	"1976"	"Alaska"	"02"	1623	393479	412.5
