"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	36	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	34	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	51	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 04 ending January 28, 2023 (provisional)"	"2023/04"	41	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	31	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	41	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	50	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	44	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 09 ending March 04, 2023 (provisional)"	"2023/09"	33	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	48	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	37	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 12 ending March 25, 2023 (provisional)"	"2023/12"	39	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	51	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 14 ending April 08, 2023 (provisional)"	"2023/14"	39	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	38	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 16 ending April 22, 2023 (provisional)"	"2023/16"	50	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 17 ending April 29, 2023 (provisional)"	"2023/17"	51	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 18 ending May 06, 2023 (provisional)"	"2023/18"	48	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 19 ending May 13, 2023 (provisional)"	"2023/19"	47	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 20 ending May 20, 2023 (provisional)"	"2023/20"	42	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 21 ending May 27, 2023 (provisional)"	"2023/21"	43	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 22 ending June 03, 2023 (provisional)"	"2023/22"	36	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	47	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 24 ending June 17, 2023 (provisional)"	"2023/24"	49	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 25 ending June 24, 2023 (provisional)"	"2023/25"	58	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 26 ending July 01, 2023 (provisional)"	"2023/26"	49	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	33	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 28 ending July 15, 2023 (provisional)"	"2023/28"	55	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 29 ending July 22, 2023 (provisional)"	"2023/29"	53	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 30 ending July 29, 2023 (provisional)"	"2023/30"	45	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 31 ending August 05, 2023 (provisional)"	"2023/31"	46	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	59	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	41	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 34 ending August 26, 2023 (provisional)"	"2023/34"	38	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 35 ending September 02, 2023 (provisional)"	"2023/35"	42	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 36 ending September 09, 2023 (provisional)"	"2023/36"	34	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	36	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 38 ending September 23, 2023 (provisional)"	"2023/38"	59	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 39 ending September 30, 2023 (provisional)"	"2023/39"	31	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 40 ending October 07, 2023 (provisional)"	"2023/40"	46	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 41 ending October 14, 2023 (provisional)"	"2023/41"	32	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 42 ending October 21, 2023 (provisional)"	"2023/42"	41	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 43 ending October 28, 2023 (provisional)"	"2023/43"	34	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 44 ending November 04, 2023 (provisional)"	"2023/44"	43	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 45 ending November 11, 2023 (provisional)"	"2023/45"	46	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 46 ending November 18, 2023 (provisional)"	"2023/46"	36	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 47 ending November 25, 2023 (provisional)"	"2023/47"	38	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 48 ending December 02, 2023 (provisional)"	"2023/48"	38	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 49 ending December 09, 2023 (provisional)"	"2023/49"	53	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 50 ending December 16, 2023 (provisional)"	"2023/50"	49	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 51 ending December 23, 2023 (provisional)"	"2023/51"	46	Not Applicable	Not Applicable
	"Texas"	"48"	"< 1 year"	"1"	"2023 Week 52 ending December 30, 2023 (provisional)"	"2023/52"	45	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	11	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	11	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	13	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 17 ending April 29, 2023 (provisional)"	"2023/17"	14	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 18 ending May 06, 2023 (provisional)"	"2023/18"	15	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	13	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 28 ending July 15, 2023 (provisional)"	"2023/28"	12	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 29 ending July 22, 2023 (provisional)"	"2023/29"	11	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	15	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	10	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 39 ending September 30, 2023 (provisional)"	"2023/39"	12	Not Applicable	Not Applicable
	"Texas"	"48"	"1-4 years"	"1-4"	"2023 Week 46 ending November 18, 2023 (provisional)"	"2023/46"	13	Not Applicable	Not Applicable
	"Texas"	"48"	"5-9 years"	"5-9"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	11	Not Applicable	Not Applicable
	"Texas"	"48"	"5-9 years"	"5-9"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	10	Not Applicable	Not Applicable
	"Texas"	"48"	"10-14 years"	"10-14"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	15	Not Applicable	Not Applicable
	"Texas"	"48"	"10-14 years"	"10-14"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	11	Not Applicable	Not Applicable
	"Texas"	"48"	"10-14 years"	"10-14"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	10	Not Applicable	Not Applicable
	"Texas"	"48"	"10-14 years"	"10-14"	"2023 Week 14 ending April 08, 2023 (provisional)"	"2023/14"	10	Not Applicable	Not Applicable
	"Texas"	"48"	"10-14 years"	"10-14"	"2023 Week 22 ending June 03, 2023 (provisional)"	"2023/22"	10	Not Applicable	Not Applicable
	"Texas"	"48"	"10-14 years"	"10-14"	"2023 Week 24 ending June 17, 2023 (provisional)"	"2023/24"	10	Not Applicable	Not Applicable
	"Texas"	"48"	"10-14 years"	"10-14"	"2023 Week 30 ending July 29, 2023 (provisional)"	"2023/30"	12	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	25	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	28	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	31	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 04 ending January 28, 2023 (provisional)"	"2023/04"	18	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	29	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	18	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	24	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	28	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 09 ending March 04, 2023 (provisional)"	"2023/09"	24	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	29	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	15	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 12 ending March 25, 2023 (provisional)"	"2023/12"	25	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	21	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 14 ending April 08, 2023 (provisional)"	"2023/14"	26	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	28	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 16 ending April 22, 2023 (provisional)"	"2023/16"	21	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 17 ending April 29, 2023 (provisional)"	"2023/17"	31	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 18 ending May 06, 2023 (provisional)"	"2023/18"	43	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 19 ending May 13, 2023 (provisional)"	"2023/19"	23	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 20 ending May 20, 2023 (provisional)"	"2023/20"	31	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 21 ending May 27, 2023 (provisional)"	"2023/21"	32	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 22 ending June 03, 2023 (provisional)"	"2023/22"	33	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	31	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 24 ending June 17, 2023 (provisional)"	"2023/24"	32	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 25 ending June 24, 2023 (provisional)"	"2023/25"	32	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 26 ending July 01, 2023 (provisional)"	"2023/26"	32	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	28	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 28 ending July 15, 2023 (provisional)"	"2023/28"	23	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 29 ending July 22, 2023 (provisional)"	"2023/29"	22	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 30 ending July 29, 2023 (provisional)"	"2023/30"	29	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 31 ending August 05, 2023 (provisional)"	"2023/31"	29	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	35	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	27	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 34 ending August 26, 2023 (provisional)"	"2023/34"	30	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 35 ending September 02, 2023 (provisional)"	"2023/35"	39	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 36 ending September 09, 2023 (provisional)"	"2023/36"	24	Not Applicable	Not Applicable
	"Texas"	"48"	"15-19 years"	"15-19"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	19	Not Applicable	Not Applicable
