"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Hawaii"	"15"	"40-44 years"	"40-44"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"45-49 years"	"45-49"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 31 ending August 05, 2023 (provisional)"	"2023/31"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	14	Not Applicable	Not Applicable
	"Hawaii"	"15"	"50-54 years"	"50-54"	"2023 Week 50 ending December 16, 2023 (provisional)"	"2023/50"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	14	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 12 ending March 25, 2023 (provisional)"	"2023/12"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 19 ending May 13, 2023 (provisional)"	"2023/19"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"55-59 years"	"55-59"	"2023 Week 20 ending May 20, 2023 (provisional)"	"2023/20"	11	Not Applicable	Not Applicable
