Strike ID,Date,Village/local area,District,Province,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG0223,29/06/2016,Unknown,Dasht e Archi,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,10,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#228,,228
AFG0224,03/07/16,Unknown,Ab Band,Ghazni,US strike,1,0,0,-,Taliban,-,-,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#230,,230
AFG0225,03/07/16,Mamond and Pekha,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Night,Hideouts,2,2,19,19,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#231,,231
AFG0226,03/07/16,Wazir,Khogyani,Nangarhar,US strike,1,0,0,-,Taliban,Afternoon,Vehicles,1,1,11,11,0,0,0,0,3,5,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#232,,232
AFG0227,05/07/16,Unknown,Kot,Nangarhar,US strike,1,0,0,-,ISIS,Night,-,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#233,,233
AFG0228,08/07/16,Unknown,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,16,16,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#234,,234
AFG0229,09/07/16,Mamond Dara,Achin,Nangarhar,US strike,1,1,0,CT,IS/TTP,-,-,1,1,4,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#235,,235
AFG0230,09/07/16,Unknown,Kot,Nangarhar,US strike,0,1,1,CT,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#236,,236
AFG0231,11/07/16,Unknown,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#238,,238
AFG0232,13/07/2016,Mamond Dara,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#239,,239
AFG0233,13/07/2016,"Kharawa, Landai and Kochiano-ghnodai",Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,Radio station,3,3,26,26,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#240,,240
AFG0234,14/07/2016,Bandar Khwar and Dah Sarak,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,2,2,12,12,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#241,,241
AFG0235,14/07/2016,Peera Khel,Khogyani,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,4,4,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#248,,248
AFG0236,15/07/2016,Reg Shahidan,Maiwand,Helmand,US strike,1,0,0,-,Taliban/smugglers,Night,Vehicles,1,1,30,30,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#242,,242
AFG0237,16/07/2016,Spin Zaea,Nazyano,Nangarhar,US strike,1,0,0,-,ISIS,Late,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#243,,243
AFG0238,16/07/2016,Unknown,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,Hideout,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#244,,244
AFG0239,19/07/2016,Sangin,Sangin,Helmand,US strike,0,1,1,-,Taliban,-,-,2,2,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#245,,245
AFG0240,19/07/2016,Bandar,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Night,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#246,,246
AFG0241,20/07/2016,Unknown,Achin,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#247,,247
AFG0242,23/07/2016,Unknown,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Night,-,1,1,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#249,,249
AFG0243,23/07/2016,Unknown,Achin,Nangarhar,US strike,0,1,1,CT,ISIS,-,-,2,2,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#250,,250
AFG0244,26/07/2016,Unknown,Achin,Nangarhar,US strike,0,1,0,CT,ISIS,-,-,1,1,1,1,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#255,,255
AFG0245,27/07/2016,Pekhi Kali,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,Hideout,1,1,6,6,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#251,,251
AFG0246,27/07/2016,Milwa Kand,Nazian,Nangarhar,US strike,1,0,0,-,ISIS,-,Hideout,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#252,,252
AFG0247,31/07/2016,Unknown,Unknown,Unknown,US strike,0,1,1,-,-,-,-,63,63,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#298,,298
AFG0248,01/08/16,Zarghoon village,Nad Ali,Helmand,US strike,1,0,0,-,Taliban,Night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#253,,253
AFG0249,11/08/16,Unknown,Unknown,Helmand,US strike,1,1,0,-,-,-,-,25,25,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#254,,254
AFG0250,12/08/16,Unknown,Khoshamand,Paktika,US strike,1,0,0,-,Taliban,-,House,1,1,20,25,0,5,0,4,25,25,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#256,,256
AFG0251,13/08/2016,Pekha,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#257,,257
AFG0252,22/08/2016,Unknown,Kot,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#260,,260
AFG0253,24/08/2016,Unknown,Unknown,Kunduz,US strike,0,1,1,-,-,-,-,10,10,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#261,,261
AFG0254,25/08/2016,Unknown,Nad Ali,Helmand,US strike,1,1,0,-,Taliban,Night,Taliban HQ and bomb making factory or prison,2,2,24,32,0,8,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#258,,258
AFG0255,29/08/2016,Unknown,Jani Khil,Paktia,US strike,1,1,0,SE,Taliban,-,-,4,4,8,120,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#259,,259
AFG0256,30/08/2016,Unknown,Lal Pura,Nangarhar,US strike,0,0,0,-,Taliban,-,-,1,1,6,6,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#262,,262
AFG0257,31/08/2016,Unknown,Deh Bala,Nangarhar,US strike,0,0,0,-,ISIS,-,-,8,8,17,17,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#263,,263
AFG0258,31/08/2016,Unknown,Unknown,Unknown,US strike,0,1,1,-,-,-,-,26,26,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#266,,266
AFG0259,02/09/16,Keen Kalai,Spera,Khost,US strike,0,0,0,-,Haqqani,10:00:00 AM,-,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#264,,264
AFG0260,09/09/16,Tarin Kot,Tarin Kot,Uruzgan,US strike,0,0,0,SE,-,-,-,3,3,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#267,,267
AFG0261,10/09/16,Qarya e Surkh,Khak e Safid,Farah,US strike,1,0,0,-,-,Night,Militant hideout,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#265,,265
AFG0262,17/09/2016,Unknown,Unknown,Uruzgan,US strike,0,1,1,5 SE 1 CT,-,-,-,6,6,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#269,,269
AFG0263,18/09/2016,Saki,Tarin Kot,Uruzgan,US strike,0,1,0,FP,-,Night,-,2,2,7,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#268,,268
AFG0264,22/09/2016,Dastandar,Kot,Nangarhar,US strike,0,0,0,-,-,Night,Vehicle,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#270,,270
AFG0265,22/09/2016,Spinajai,Nazyan,Nangarhar,US strike,0,0,0,-,ISIS,Night,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#271,,271
AFG0266,22/09/2016,Tawar Tangi,Hesarak,Nangarhar,US strike,0,0,0,-,Taliban,Night,-,1,1,18,18,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#272,,272
AFG0267,24/09/2016,Unknown,Bermal,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#273,,273
AFG0268,25/09/2016,Unknown,Bermal,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#274,,274
AFG0269,28/09/2016,Unknown,Achin,Nangarhar,US strike,1,1,0,CT,ISIS,03:00:00 AM,House,1,1,18,21,15,15,0,0,13,27,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#275,,275
AFG0270,30/09/2016,Unknown,Unknown,Unknown,US strike,0,1,1,-,-,-,-,121,121,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#277,,277
AFG0271,03/10/16,Unknown,Kunduz city,Kunduz,US strike,0,1,1,-,Taliban,-,-,12,12,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#278,,278
AFG0272,03/10/16,Unknown,Nawa-i-Barakzayi,Helmand,"US air operation with use of drone, F16 jets and Apache helicopter",1,1,0,-,Taliban,-,-,3,3,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#280,,280
AFG0273,04/10/16,Abdul Khel,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,13,13,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#276,,276
AFG0274,08/10/16,Unknown,Achin and Deh Bala,Nangarhar,US strike,0,1,1,-,-,-,-,6,6,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#279,,279
AFG0275,17/10/2016,Unknown,Farah and Bakwah,Farah,US strike,0,1,0,FP,Taliban,-,-,6,6,70,70,0,0,0,0,30,30,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#281,,281
AFG0276,19/10/2016,Unknown,Seyagerd,Parwan,US strike,1,0,0,-,Taliban,-,-,1,1,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#282,,282
AFG0277,22/10/2016,Koz-Pachir village,Pachiragam,Nangarhar,US strike,1,1,0,-,-,Before noon,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#283,,283
AFG0278,23/10/2016,Unknown,Unknown,Kunduz,US strike,1,1,0,CT,al Qaeda,-,command-and-control locations,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#284,,284
AFG0279,28/10/2016,Unknown,Sherzad,Nangarhar,US strike,0,1,0,FP,Taliban,-,House,1,1,2,4,2,4,0,0,0,30,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#285,,285
AFG0280,28/10/2016,Aligal village,Ghaziabad,Kunar,US strike,1,0,0,-,Insurgents,Late,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#286,,286
AFG0281,30/10/2016,Janjal Shaga and Shaistagar,Achin,Nangarhar,US helicopter strikes,0,0,0,-,ISIS,Night,Heavy machine gun destroyed,2,2,11,11,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#287,,287
AFG0282,31/10/2016,Unknown,Dangam and Ghaziabad,Kunar,US strike,0,0,0,-,Insurgents,-,-,2,2,9,9,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#288,,288
AFG0283,31/10/2016,Unknown,Unknown,Unknown,US strike,0,1,1,-,-,-,-,138,138,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#296,,296
AFG0284,03/11/16,Boz village,Kunduz city,Kunduz,US strike,0,1,0,FP,-,Early morning,Civilian houses,2,2,58,59,32,33,20,20,53,62,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#289,,289
AFG0285,04/11/16,Diwal-i-Surkh,Khak e Safid,Farah,US strike,1,0,0,-,Taliban,Afternoon,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#290,,290
AFG0286,09/11/16,Mamandara area,Achin,Nangarhar,US strike,1,0,0,-,Taliban and Isis,Late night,-,1,2,11,14,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#291,,291
AFG0287,11/11/16,Mamandara and Moragi areas,Achin,Nangarhar,US strike,0,0,0,-,ISIS,Overnight,-,2,2,13,14,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#293,,293
AFG0288,12/11/16,Lataband area,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Late night,-,1,1,13,13,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#292,,292
AFG0289,18/11/2016,Lagharjoi area,Kot,Nangarhar,US strike,1,0,0,-,ISIS,Late night,-,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#293,,293
AFG0290,19/11/2016,Shah Karez,Zumat,Paktia,US strike,1,0,0,-,Taliban,-,-,1,1,1,1,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#294,,294
AFG0291,20/11/2016,Mamandari,Achin,Nangarhar,US strike,1,0,0,-,ISIS,Late night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#295,,295
AFG0292,27/11/2016,Gorgori,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,11am or afternoon,-,1,1,7,7,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#297,,297
AFG0293,11/12/16,Langari,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,Late,Hideout,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#298,,298
AFG0294,15/12/2016,Kharga,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,4,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#299,,299
AFG0295,15/12/2016,Pekha,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#300,,300
AFG0296,24/12/2016,Ambarkhani,Bati Kot,Nangarhar,US strike,1,0,0,-,Taliban,-,-,1,1,1,1,0,0,0,0,4,4,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#301,,301
AFG0297,24/12/2016,Bandar,Achin,Nangarhar,US strike,1,0,0,-,"""Foreign rebels""",-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#302,,302
AFG0298,27/12/2016,Langar Kandaw,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#303,,303
AFG0299,28/12/2016,Papin,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,Early morning,-,1,1,2,2,0,0,0,0,1,1,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#304,,304
AFG0300,28/12/2016,Gandi-Bagh,Charparhar,Nangarhar,US strike,1,0,0,-,Taliban,Night,-,1,1,3,3,0,0,0,0,7,7,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#305,,305
AFG0301,31/12/2016,-,-,-,US strike,0,1,1,-,-,-,-,453,448,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#307,,307
AFG0302,10/01/17,Aziz Kala,Sabri,Khost,US strike,1,0,0,-,Haqqani,Evening,Car,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/306,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/,306
AFG0303,15/01/2017,Unknown,Musa Qala,Helmand,US strike,0,0,0,-,Taliban,-,-,1,1,15,15,0,0,0,0,10,10,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/308,,308
AFG0304,20/01/2017,Bandr Khor,Achin,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,4,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/309,,309
AFG0305,27/01/2017,Bandar,Achin,Nangarhar,US strike,1,0,0,-,-,Night,Fighters' positions,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/311,,311
AFG0306,28/01/2017,Unknown,-,Nangarhar,US strike,1,0,0,-,ISIS,-,Hideout,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/310,,310
AFG0307,31/01/2017,Unknown,Sangin,Helmand,US strike,0,1,1,-,Taliban,-,Taliban fighting positions,10,10,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/312,,312
AFG0308,31/01/2017,-,-,-,US strike,0,1,1,-,-,-,-,96,96,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/315,,315
AFG0309,01/02/17,Unknown,Achin,Nangarhar,US strike,1,0,0,-,-,Morning,-,1,2,2,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/313,,313
AFG0310,02/02/17,Unknown,-,Khost,US strike,1,0,0,-,-,-,Vehicle,1,1,5,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/314,,314
AFG0311,03/02/17,Unknown,Achin and Haska Mina,Nangarhar,US strike,1,0,0,-,-,-,-,2,2,21,21,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/316,,316
AFG0312,06/02/17,Kharko area,Garamser,Helmand,US strike,0,0,0,-,-,-,-,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/317,,317
AFG0313,06/02/17,Char Wazi area,Haska Mena,Nangarhar,US strike,1,0,0,-,-,Night,-,1,1,2,2,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/318,,318
AFG0314,08/02/17,Pekhar Khor area and Nari Oba area,Achin and Haska Mena,Nangarhar,US strike,1,1,0,CT,ISIS,-,-,2,2,11,11,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/319,,319
AFG0315,10/02/17,Unknown,Sangin,Helmand,US strike,0,1,0,-,-,-,-,2,3,0,68,0,26,0,19,0,6,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/320,,320
AFG0316,11/02/17,Unknown,Sangin,Helmand,US strike,0,1,1,-,-,Past week,-,28,28,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/321,,321
AFG0317,19/02/2017,Unknown,Nawa,Ghazni,US strike,1,0,0,-,Taliban,-,Hideout,1,1,1,1,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2017/01/11/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2017/322,,322
AFG0318,20/02/2017,Bandar,Achin,Nangarhar,US strike,1,0,0,-,-,-,Vehicle,1,1,12,12,0,0,0,0,0,0,,,323
AFG0319,23/02/2017,Umomi Bagh,Garamser,Helmand,US strike,0,0,0,-,Taliban,-,Gathering,1,1,11,11,0,0,0,0,0,0,,,324
AFG0320,26/02/2017,Unknown,Dashti Archi,Kunduz,US strike,1,1,0,-,Taliban,3.20pm local time,-,1,1,5,9,0,0,0,0,0,0,,,325
AFG0321,27/02/2017,Sangini,Charparhar,Nangarhar,US strike,1,0,0,-,Taliban,Late night,-,1,1,2,2,0,0,0,0,3,3,,,326
AFG0322,28/02/2017,Unknown,Unknown,Unknown,US strike,0,1,1,-,-,-,-,118,116,0,0,0,0,0,0,0,0,,,329
AFG0323,01/03/17,Chaknoro,Lal Pura,Nangarhar,US strike,1,0,0,-,-,-,-,1,1,6,6,0,0,0,0,1,1,,,327
AFG0324,09/03/17,Lam,Between Nish and Khakriz districts,Kandahar,US strike,0,0,0,-,-,-,-,1,1,20,20,0,0,0,0,0,0,,,328
AFG0325,13/03/2017,Raasni,Gilan,Ghazni,US strike,1,0,0,-,-,-,Vehicles,1,1,3,3,0,0,0,0,0,0,,,330
AFG0326,18/03/2017,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,12,12,0,0,0,0,0,0,0,0,,,331
AFG0327,18/03/2017,Unknown,Unknown,Paktika,US strike,1,1,0,-,-,-,-,2,2,2,2,0,0,0,0,0,0,,,333
